"region","civilstånd","ålder","kön","X2019"
"Upplands Väsby","ogifta","12","män",304
"Upplands Väsby","ogifta","12","kvinnor",273
"Upplands Väsby","ogifta","13","män",335
"Upplands Väsby","ogifta","13","kvinnor",265
"Upplands Väsby","ogifta","14","män",288
"Upplands Väsby","ogifta","14","kvinnor",282
"Upplands Väsby","ogifta","15","män",268
"Upplands Väsby","ogifta","15","kvinnor",264
"Upplands Väsby","ogifta","16","män",299
"Upplands Väsby","ogifta","16","kvinnor",266
"Upplands Väsby","ogifta","17","män",276
"Upplands Väsby","ogifta","17","kvinnor",266
"Upplands Väsby","ogifta","18","män",269
"Upplands Väsby","ogifta","18","kvinnor",269
"Upplands Väsby","ogifta","19","män",289
"Upplands Väsby","ogifta","19","kvinnor",241
"Upplands Väsby","ogifta","20","män",271
"Upplands Väsby","ogifta","20","kvinnor",224
"Upplands Väsby","ogifta","21","män",249
"Upplands Väsby","ogifta","21","kvinnor",211
"Upplands Väsby","ogifta","22","män",238
"Upplands Väsby","ogifta","22","kvinnor",223
"Upplands Väsby","ogifta","23","män",259
"Upplands Väsby","ogifta","23","kvinnor",200
"Upplands Väsby","ogifta","24","män",277
"Upplands Väsby","ogifta","24","kvinnor",231
"Upplands Väsby","ogifta","25","män",304
"Upplands Väsby","ogifta","25","kvinnor",244
"Upplands Väsby","gifta","12","män",0
"Upplands Väsby","gifta","12","kvinnor",0
"Upplands Väsby","gifta","13","män",0
"Upplands Väsby","gifta","13","kvinnor",0
"Upplands Väsby","gifta","14","män",0
"Upplands Väsby","gifta","14","kvinnor",0
"Upplands Väsby","gifta","15","män",0
"Upplands Väsby","gifta","15","kvinnor",0
"Upplands Väsby","gifta","16","män",0
"Upplands Väsby","gifta","16","kvinnor",0
"Upplands Väsby","gifta","17","män",0
"Upplands Väsby","gifta","17","kvinnor",0
"Upplands Väsby","gifta","18","män",0
"Upplands Väsby","gifta","18","kvinnor",0
"Upplands Väsby","gifta","19","män",2
"Upplands Väsby","gifta","19","kvinnor",1
"Upplands Väsby","gifta","20","män",1
"Upplands Väsby","gifta","20","kvinnor",6
"Upplands Väsby","gifta","21","män",1
"Upplands Väsby","gifta","21","kvinnor",11
"Upplands Väsby","gifta","22","män",1
"Upplands Väsby","gifta","22","kvinnor",13
"Upplands Väsby","gifta","23","män",8
"Upplands Väsby","gifta","23","kvinnor",19
"Upplands Väsby","gifta","24","män",10
"Upplands Väsby","gifta","24","kvinnor",25
"Upplands Väsby","gifta","25","män",22
"Upplands Väsby","gifta","25","kvinnor",65
"Upplands Väsby","skilda","12","män",0
"Upplands Väsby","skilda","12","kvinnor",0
"Upplands Väsby","skilda","13","män",0
"Upplands Väsby","skilda","13","kvinnor",0
"Upplands Väsby","skilda","14","män",0
"Upplands Väsby","skilda","14","kvinnor",0
"Upplands Väsby","skilda","15","män",0
"Upplands Väsby","skilda","15","kvinnor",0
"Upplands Väsby","skilda","16","män",0
"Upplands Väsby","skilda","16","kvinnor",0
"Upplands Väsby","skilda","17","män",0
"Upplands Väsby","skilda","17","kvinnor",0
"Upplands Väsby","skilda","18","män",0
"Upplands Väsby","skilda","18","kvinnor",0
"Upplands Väsby","skilda","19","män",0
"Upplands Väsby","skilda","19","kvinnor",0
"Upplands Väsby","skilda","20","män",0
"Upplands Väsby","skilda","20","kvinnor",1
"Upplands Väsby","skilda","21","män",0
"Upplands Väsby","skilda","21","kvinnor",1
"Upplands Väsby","skilda","22","män",0
"Upplands Väsby","skilda","22","kvinnor",1
"Upplands Väsby","skilda","23","män",0
"Upplands Väsby","skilda","23","kvinnor",1
"Upplands Väsby","skilda","24","män",1
"Upplands Väsby","skilda","24","kvinnor",2
"Upplands Väsby","skilda","25","män",2
"Upplands Väsby","skilda","25","kvinnor",8
"Upplands Väsby","änkor/änklingar","12","män",0
"Upplands Väsby","änkor/änklingar","12","kvinnor",0
"Upplands Väsby","änkor/änklingar","13","män",0
"Upplands Väsby","änkor/änklingar","13","kvinnor",0
"Upplands Väsby","änkor/änklingar","14","män",0
"Upplands Väsby","änkor/änklingar","14","kvinnor",0
"Upplands Väsby","änkor/änklingar","15","män",0
"Upplands Väsby","änkor/änklingar","15","kvinnor",0
"Upplands Väsby","änkor/änklingar","16","män",0
"Upplands Väsby","änkor/änklingar","16","kvinnor",0
"Upplands Väsby","änkor/änklingar","17","män",0
"Upplands Väsby","änkor/änklingar","17","kvinnor",0
"Upplands Väsby","änkor/änklingar","18","män",0
"Upplands Väsby","änkor/änklingar","18","kvinnor",0
"Upplands Väsby","änkor/änklingar","19","män",0
"Upplands Väsby","änkor/änklingar","19","kvinnor",0
"Upplands Väsby","änkor/änklingar","20","män",0
"Upplands Väsby","änkor/änklingar","20","kvinnor",0
"Upplands Väsby","änkor/änklingar","21","män",0
"Upplands Väsby","änkor/änklingar","21","kvinnor",0
"Upplands Väsby","änkor/änklingar","22","män",0
"Upplands Väsby","änkor/änklingar","22","kvinnor",0
"Upplands Väsby","änkor/änklingar","23","män",0
"Upplands Väsby","änkor/änklingar","23","kvinnor",0
"Upplands Väsby","änkor/änklingar","24","män",0
"Upplands Väsby","änkor/änklingar","24","kvinnor",0
"Upplands Väsby","änkor/änklingar","25","män",0
"Upplands Väsby","änkor/änklingar","25","kvinnor",1
"Vallentuna","ogifta","12","män",280
"Vallentuna","ogifta","12","kvinnor",231
"Vallentuna","ogifta","13","män",263
"Vallentuna","ogifta","13","kvinnor",228
"Vallentuna","ogifta","14","män",270
"Vallentuna","ogifta","14","kvinnor",264
"Vallentuna","ogifta","15","män",259
"Vallentuna","ogifta","15","kvinnor",245
"Vallentuna","ogifta","16","män",235
"Vallentuna","ogifta","16","kvinnor",224
"Vallentuna","ogifta","17","män",252
"Vallentuna","ogifta","17","kvinnor",234
"Vallentuna","ogifta","18","män",224
"Vallentuna","ogifta","18","kvinnor",211
"Vallentuna","ogifta","19","män",205
"Vallentuna","ogifta","19","kvinnor",201
"Vallentuna","ogifta","20","män",230
"Vallentuna","ogifta","20","kvinnor",139
"Vallentuna","ogifta","21","män",173
"Vallentuna","ogifta","21","kvinnor",174
"Vallentuna","ogifta","22","män",178
"Vallentuna","ogifta","22","kvinnor",121
"Vallentuna","ogifta","23","män",158
"Vallentuna","ogifta","23","kvinnor",135
"Vallentuna","ogifta","24","män",179
"Vallentuna","ogifta","24","kvinnor",125
"Vallentuna","ogifta","25","män",195
"Vallentuna","ogifta","25","kvinnor",134
"Vallentuna","gifta","12","män",0
"Vallentuna","gifta","12","kvinnor",0
"Vallentuna","gifta","13","män",0
"Vallentuna","gifta","13","kvinnor",0
"Vallentuna","gifta","14","män",0
"Vallentuna","gifta","14","kvinnor",0
"Vallentuna","gifta","15","män",0
"Vallentuna","gifta","15","kvinnor",0
"Vallentuna","gifta","16","män",0
"Vallentuna","gifta","16","kvinnor",0
"Vallentuna","gifta","17","män",0
"Vallentuna","gifta","17","kvinnor",0
"Vallentuna","gifta","18","män",0
"Vallentuna","gifta","18","kvinnor",0
"Vallentuna","gifta","19","män",0
"Vallentuna","gifta","19","kvinnor",0
"Vallentuna","gifta","20","män",0
"Vallentuna","gifta","20","kvinnor",0
"Vallentuna","gifta","21","män",1
"Vallentuna","gifta","21","kvinnor",3
"Vallentuna","gifta","22","män",1
"Vallentuna","gifta","22","kvinnor",3
"Vallentuna","gifta","23","män",2
"Vallentuna","gifta","23","kvinnor",8
"Vallentuna","gifta","24","män",3
"Vallentuna","gifta","24","kvinnor",11
"Vallentuna","gifta","25","män",4
"Vallentuna","gifta","25","kvinnor",16
"Vallentuna","skilda","12","män",0
"Vallentuna","skilda","12","kvinnor",0
"Vallentuna","skilda","13","män",0
"Vallentuna","skilda","13","kvinnor",0
"Vallentuna","skilda","14","män",0
"Vallentuna","skilda","14","kvinnor",0
"Vallentuna","skilda","15","män",0
"Vallentuna","skilda","15","kvinnor",0
"Vallentuna","skilda","16","män",0
"Vallentuna","skilda","16","kvinnor",0
"Vallentuna","skilda","17","män",0
"Vallentuna","skilda","17","kvinnor",0
"Vallentuna","skilda","18","män",0
"Vallentuna","skilda","18","kvinnor",0
"Vallentuna","skilda","19","män",0
"Vallentuna","skilda","19","kvinnor",0
"Vallentuna","skilda","20","män",0
"Vallentuna","skilda","20","kvinnor",0
"Vallentuna","skilda","21","män",0
"Vallentuna","skilda","21","kvinnor",0
"Vallentuna","skilda","22","män",0
"Vallentuna","skilda","22","kvinnor",0
"Vallentuna","skilda","23","män",0
"Vallentuna","skilda","23","kvinnor",0
"Vallentuna","skilda","24","män",0
"Vallentuna","skilda","24","kvinnor",1
"Vallentuna","skilda","25","män",1
"Vallentuna","skilda","25","kvinnor",2
"Vallentuna","änkor/änklingar","12","män",0
"Vallentuna","änkor/änklingar","12","kvinnor",0
"Vallentuna","änkor/änklingar","13","män",0
"Vallentuna","änkor/änklingar","13","kvinnor",0
"Vallentuna","änkor/änklingar","14","män",0
"Vallentuna","änkor/änklingar","14","kvinnor",0
"Vallentuna","änkor/änklingar","15","män",0
"Vallentuna","änkor/änklingar","15","kvinnor",0
"Vallentuna","änkor/änklingar","16","män",0
"Vallentuna","änkor/änklingar","16","kvinnor",0
"Vallentuna","änkor/änklingar","17","män",0
"Vallentuna","änkor/änklingar","17","kvinnor",0
"Vallentuna","änkor/änklingar","18","män",0
"Vallentuna","änkor/änklingar","18","kvinnor",0
"Vallentuna","änkor/änklingar","19","män",0
"Vallentuna","änkor/änklingar","19","kvinnor",0
"Vallentuna","änkor/änklingar","20","män",0
"Vallentuna","änkor/änklingar","20","kvinnor",0
"Vallentuna","änkor/änklingar","21","män",0
"Vallentuna","änkor/änklingar","21","kvinnor",0
"Vallentuna","änkor/änklingar","22","män",0
"Vallentuna","änkor/änklingar","22","kvinnor",0
"Vallentuna","änkor/änklingar","23","män",0
"Vallentuna","änkor/änklingar","23","kvinnor",0
"Vallentuna","änkor/änklingar","24","män",0
"Vallentuna","änkor/änklingar","24","kvinnor",0
"Vallentuna","änkor/änklingar","25","män",0
"Vallentuna","änkor/änklingar","25","kvinnor",0
"Österåker","ogifta","12","män",330
"Österåker","ogifta","12","kvinnor",306
"Österåker","ogifta","13","män",319
"Österåker","ogifta","13","kvinnor",353
"Österåker","ogifta","14","män",320
"Österåker","ogifta","14","kvinnor",333
"Österåker","ogifta","15","män",365
"Österåker","ogifta","15","kvinnor",321
"Österåker","ogifta","16","män",357
"Österåker","ogifta","16","kvinnor",317
"Österåker","ogifta","17","män",337
"Österåker","ogifta","17","kvinnor",290
"Österåker","ogifta","18","män",303
"Österåker","ogifta","18","kvinnor",273
"Österåker","ogifta","19","män",304
"Österåker","ogifta","19","kvinnor",261
"Österåker","ogifta","20","män",252
"Österåker","ogifta","20","kvinnor",208
"Österåker","ogifta","21","män",246
"Österåker","ogifta","21","kvinnor",197
"Österåker","ogifta","22","män",211
"Österåker","ogifta","22","kvinnor",180
"Österåker","ogifta","23","män",235
"Österåker","ogifta","23","kvinnor",172
"Österåker","ogifta","24","män",208
"Österåker","ogifta","24","kvinnor",170
"Österåker","ogifta","25","män",235
"Österåker","ogifta","25","kvinnor",188
"Österåker","gifta","12","män",0
"Österåker","gifta","12","kvinnor",0
"Österåker","gifta","13","män",0
"Österåker","gifta","13","kvinnor",0
"Österåker","gifta","14","män",0
"Österåker","gifta","14","kvinnor",0
"Österåker","gifta","15","män",0
"Österåker","gifta","15","kvinnor",0
"Österåker","gifta","16","män",0
"Österåker","gifta","16","kvinnor",0
"Österåker","gifta","17","män",0
"Österåker","gifta","17","kvinnor",0
"Österåker","gifta","18","män",0
"Österåker","gifta","18","kvinnor",0
"Österåker","gifta","19","män",0
"Österåker","gifta","19","kvinnor",0
"Österåker","gifta","20","män",1
"Österåker","gifta","20","kvinnor",2
"Österåker","gifta","21","män",0
"Österåker","gifta","21","kvinnor",3
"Österåker","gifta","22","män",1
"Österåker","gifta","22","kvinnor",2
"Österåker","gifta","23","män",2
"Österåker","gifta","23","kvinnor",8
"Österåker","gifta","24","män",3
"Österåker","gifta","24","kvinnor",10
"Österåker","gifta","25","män",7
"Österåker","gifta","25","kvinnor",21
"Österåker","skilda","12","män",0
"Österåker","skilda","12","kvinnor",0
"Österåker","skilda","13","män",0
"Österåker","skilda","13","kvinnor",0
"Österåker","skilda","14","män",0
"Österåker","skilda","14","kvinnor",0
"Österåker","skilda","15","män",0
"Österåker","skilda","15","kvinnor",0
"Österåker","skilda","16","män",0
"Österåker","skilda","16","kvinnor",0
"Österåker","skilda","17","män",0
"Österåker","skilda","17","kvinnor",0
"Österåker","skilda","18","män",0
"Österåker","skilda","18","kvinnor",0
"Österåker","skilda","19","män",0
"Österåker","skilda","19","kvinnor",0
"Österåker","skilda","20","män",0
"Österåker","skilda","20","kvinnor",0
"Österåker","skilda","21","män",0
"Österåker","skilda","21","kvinnor",0
"Österåker","skilda","22","män",0
"Österåker","skilda","22","kvinnor",0
"Österåker","skilda","23","män",0
"Österåker","skilda","23","kvinnor",0
"Österåker","skilda","24","män",0
"Österåker","skilda","24","kvinnor",2
"Österåker","skilda","25","män",0
"Österåker","skilda","25","kvinnor",1
"Österåker","änkor/änklingar","12","män",0
"Österåker","änkor/änklingar","12","kvinnor",0
"Österåker","änkor/änklingar","13","män",0
"Österåker","änkor/änklingar","13","kvinnor",0
"Österåker","änkor/änklingar","14","män",0
"Österåker","änkor/änklingar","14","kvinnor",0
"Österåker","änkor/änklingar","15","män",0
"Österåker","änkor/änklingar","15","kvinnor",0
"Österåker","änkor/änklingar","16","män",0
"Österåker","änkor/änklingar","16","kvinnor",0
"Österåker","änkor/änklingar","17","män",0
"Österåker","änkor/änklingar","17","kvinnor",0
"Österåker","änkor/änklingar","18","män",0
"Österåker","änkor/änklingar","18","kvinnor",0
"Österåker","änkor/änklingar","19","män",0
"Österåker","änkor/änklingar","19","kvinnor",0
"Österåker","änkor/änklingar","20","män",0
"Österåker","änkor/änklingar","20","kvinnor",0
"Österåker","änkor/änklingar","21","män",0
"Österåker","änkor/änklingar","21","kvinnor",0
"Österåker","änkor/änklingar","22","män",0
"Österåker","änkor/änklingar","22","kvinnor",0
"Österåker","änkor/änklingar","23","män",0
"Österåker","änkor/änklingar","23","kvinnor",0
"Österåker","änkor/änklingar","24","män",0
"Österåker","änkor/änklingar","24","kvinnor",0
"Österåker","änkor/änklingar","25","män",0
"Österåker","änkor/änklingar","25","kvinnor",0
"Värmdö","ogifta","12","män",375
"Värmdö","ogifta","12","kvinnor",310
"Värmdö","ogifta","13","män",372
"Värmdö","ogifta","13","kvinnor",350
"Värmdö","ogifta","14","män",325
"Värmdö","ogifta","14","kvinnor",297
"Värmdö","ogifta","15","män",326
"Värmdö","ogifta","15","kvinnor",313
"Värmdö","ogifta","16","män",323
"Värmdö","ogifta","16","kvinnor",323
"Värmdö","ogifta","17","män",331
"Värmdö","ogifta","17","kvinnor",312
"Värmdö","ogifta","18","män",306
"Värmdö","ogifta","18","kvinnor",256
"Värmdö","ogifta","19","män",283
"Värmdö","ogifta","19","kvinnor",226
"Värmdö","ogifta","20","män",286
"Värmdö","ogifta","20","kvinnor",232
"Värmdö","ogifta","21","män",220
"Värmdö","ogifta","21","kvinnor",191
"Värmdö","ogifta","22","män",200
"Värmdö","ogifta","22","kvinnor",174
"Värmdö","ogifta","23","män",206
"Värmdö","ogifta","23","kvinnor",196
"Värmdö","ogifta","24","män",218
"Värmdö","ogifta","24","kvinnor",169
"Värmdö","ogifta","25","män",212
"Värmdö","ogifta","25","kvinnor",205
"Värmdö","gifta","12","män",0
"Värmdö","gifta","12","kvinnor",0
"Värmdö","gifta","13","män",0
"Värmdö","gifta","13","kvinnor",0
"Värmdö","gifta","14","män",0
"Värmdö","gifta","14","kvinnor",0
"Värmdö","gifta","15","män",0
"Värmdö","gifta","15","kvinnor",0
"Värmdö","gifta","16","män",0
"Värmdö","gifta","16","kvinnor",0
"Värmdö","gifta","17","män",0
"Värmdö","gifta","17","kvinnor",0
"Värmdö","gifta","18","män",0
"Värmdö","gifta","18","kvinnor",0
"Värmdö","gifta","19","män",0
"Värmdö","gifta","19","kvinnor",0
"Värmdö","gifta","20","män",1
"Värmdö","gifta","20","kvinnor",0
"Värmdö","gifta","21","män",0
"Värmdö","gifta","21","kvinnor",5
"Värmdö","gifta","22","män",1
"Värmdö","gifta","22","kvinnor",8
"Värmdö","gifta","23","män",1
"Värmdö","gifta","23","kvinnor",10
"Värmdö","gifta","24","män",4
"Värmdö","gifta","24","kvinnor",13
"Värmdö","gifta","25","män",7
"Värmdö","gifta","25","kvinnor",16
"Värmdö","skilda","12","män",0
"Värmdö","skilda","12","kvinnor",0
"Värmdö","skilda","13","män",0
"Värmdö","skilda","13","kvinnor",0
"Värmdö","skilda","14","män",0
"Värmdö","skilda","14","kvinnor",0
"Värmdö","skilda","15","män",0
"Värmdö","skilda","15","kvinnor",0
"Värmdö","skilda","16","män",0
"Värmdö","skilda","16","kvinnor",0
"Värmdö","skilda","17","män",0
"Värmdö","skilda","17","kvinnor",0
"Värmdö","skilda","18","män",0
"Värmdö","skilda","18","kvinnor",0
"Värmdö","skilda","19","män",0
"Värmdö","skilda","19","kvinnor",0
"Värmdö","skilda","20","män",0
"Värmdö","skilda","20","kvinnor",0
"Värmdö","skilda","21","män",0
"Värmdö","skilda","21","kvinnor",0
"Värmdö","skilda","22","män",1
"Värmdö","skilda","22","kvinnor",0
"Värmdö","skilda","23","män",0
"Värmdö","skilda","23","kvinnor",1
"Värmdö","skilda","24","män",0
"Värmdö","skilda","24","kvinnor",2
"Värmdö","skilda","25","män",1
"Värmdö","skilda","25","kvinnor",3
"Värmdö","änkor/änklingar","12","män",0
"Värmdö","änkor/änklingar","12","kvinnor",0
"Värmdö","änkor/änklingar","13","män",0
"Värmdö","änkor/änklingar","13","kvinnor",0
"Värmdö","änkor/änklingar","14","män",0
"Värmdö","änkor/änklingar","14","kvinnor",0
"Värmdö","änkor/änklingar","15","män",0
"Värmdö","änkor/änklingar","15","kvinnor",0
"Värmdö","änkor/änklingar","16","män",0
"Värmdö","änkor/änklingar","16","kvinnor",0
"Värmdö","änkor/änklingar","17","män",0
"Värmdö","änkor/änklingar","17","kvinnor",0
"Värmdö","änkor/änklingar","18","män",0
"Värmdö","änkor/änklingar","18","kvinnor",0
"Värmdö","änkor/änklingar","19","män",0
"Värmdö","änkor/änklingar","19","kvinnor",0
"Värmdö","änkor/änklingar","20","män",0
"Värmdö","änkor/änklingar","20","kvinnor",0
"Värmdö","änkor/änklingar","21","män",0
"Värmdö","änkor/änklingar","21","kvinnor",0
"Värmdö","änkor/änklingar","22","män",0
"Värmdö","änkor/änklingar","22","kvinnor",0
"Värmdö","änkor/änklingar","23","män",0
"Värmdö","änkor/änklingar","23","kvinnor",0
"Värmdö","änkor/änklingar","24","män",0
"Värmdö","änkor/änklingar","24","kvinnor",0
"Värmdö","änkor/änklingar","25","män",0
"Värmdö","änkor/änklingar","25","kvinnor",0
"Järfälla","ogifta","12","män",540
"Järfälla","ogifta","12","kvinnor",494
"Järfälla","ogifta","13","män",568
"Järfälla","ogifta","13","kvinnor",473
"Järfälla","ogifta","14","män",516
"Järfälla","ogifta","14","kvinnor",480
"Järfälla","ogifta","15","män",537
"Järfälla","ogifta","15","kvinnor",480
"Järfälla","ogifta","16","män",515
"Järfälla","ogifta","16","kvinnor",478
"Järfälla","ogifta","17","män",518
"Järfälla","ogifta","17","kvinnor",430
"Järfälla","ogifta","18","män",515
"Järfälla","ogifta","18","kvinnor",447
"Järfälla","ogifta","19","män",486
"Järfälla","ogifta","19","kvinnor",406
"Järfälla","ogifta","20","män",527
"Järfälla","ogifta","20","kvinnor",383
"Järfälla","ogifta","21","män",432
"Järfälla","ogifta","21","kvinnor",409
"Järfälla","ogifta","22","män",395
"Järfälla","ogifta","22","kvinnor",368
"Järfälla","ogifta","23","män",456
"Järfälla","ogifta","23","kvinnor",406
"Järfälla","ogifta","24","män",475
"Järfälla","ogifta","24","kvinnor",392
"Järfälla","ogifta","25","män",533
"Järfälla","ogifta","25","kvinnor",399
"Järfälla","gifta","12","män",0
"Järfälla","gifta","12","kvinnor",0
"Järfälla","gifta","13","män",0
"Järfälla","gifta","13","kvinnor",0
"Järfälla","gifta","14","män",0
"Järfälla","gifta","14","kvinnor",0
"Järfälla","gifta","15","män",0
"Järfälla","gifta","15","kvinnor",0
"Järfälla","gifta","16","män",0
"Järfälla","gifta","16","kvinnor",0
"Järfälla","gifta","17","män",0
"Järfälla","gifta","17","kvinnor",0
"Järfälla","gifta","18","män",0
"Järfälla","gifta","18","kvinnor",0
"Järfälla","gifta","19","män",1
"Järfälla","gifta","19","kvinnor",0
"Järfälla","gifta","20","män",0
"Järfälla","gifta","20","kvinnor",2
"Järfälla","gifta","21","män",1
"Järfälla","gifta","21","kvinnor",15
"Järfälla","gifta","22","män",9
"Järfälla","gifta","22","kvinnor",26
"Järfälla","gifta","23","män",11
"Järfälla","gifta","23","kvinnor",47
"Järfälla","gifta","24","män",25
"Järfälla","gifta","24","kvinnor",68
"Järfälla","gifta","25","män",29
"Järfälla","gifta","25","kvinnor",91
"Järfälla","skilda","12","män",0
"Järfälla","skilda","12","kvinnor",0
"Järfälla","skilda","13","män",0
"Järfälla","skilda","13","kvinnor",0
"Järfälla","skilda","14","män",0
"Järfälla","skilda","14","kvinnor",0
"Järfälla","skilda","15","män",0
"Järfälla","skilda","15","kvinnor",0
"Järfälla","skilda","16","män",0
"Järfälla","skilda","16","kvinnor",0
"Järfälla","skilda","17","män",0
"Järfälla","skilda","17","kvinnor",0
"Järfälla","skilda","18","män",0
"Järfälla","skilda","18","kvinnor",0
"Järfälla","skilda","19","män",0
"Järfälla","skilda","19","kvinnor",0
"Järfälla","skilda","20","män",0
"Järfälla","skilda","20","kvinnor",0
"Järfälla","skilda","21","män",0
"Järfälla","skilda","21","kvinnor",0
"Järfälla","skilda","22","män",1
"Järfälla","skilda","22","kvinnor",0
"Järfälla","skilda","23","män",1
"Järfälla","skilda","23","kvinnor",0
"Järfälla","skilda","24","män",1
"Järfälla","skilda","24","kvinnor",8
"Järfälla","skilda","25","män",6
"Järfälla","skilda","25","kvinnor",7
"Järfälla","änkor/änklingar","12","män",0
"Järfälla","änkor/änklingar","12","kvinnor",0
"Järfälla","änkor/änklingar","13","män",0
"Järfälla","änkor/änklingar","13","kvinnor",0
"Järfälla","änkor/änklingar","14","män",0
"Järfälla","änkor/änklingar","14","kvinnor",0
"Järfälla","änkor/änklingar","15","män",0
"Järfälla","änkor/änklingar","15","kvinnor",0
"Järfälla","änkor/änklingar","16","män",0
"Järfälla","änkor/änklingar","16","kvinnor",0
"Järfälla","änkor/änklingar","17","män",0
"Järfälla","änkor/änklingar","17","kvinnor",0
"Järfälla","änkor/änklingar","18","män",0
"Järfälla","änkor/änklingar","18","kvinnor",0
"Järfälla","änkor/änklingar","19","män",0
"Järfälla","änkor/änklingar","19","kvinnor",0
"Järfälla","änkor/änklingar","20","män",0
"Järfälla","änkor/änklingar","20","kvinnor",0
"Järfälla","änkor/änklingar","21","män",0
"Järfälla","änkor/änklingar","21","kvinnor",0
"Järfälla","änkor/änklingar","22","män",0
"Järfälla","änkor/änklingar","22","kvinnor",0
"Järfälla","änkor/änklingar","23","män",0
"Järfälla","änkor/änklingar","23","kvinnor",0
"Järfälla","änkor/änklingar","24","män",0
"Järfälla","änkor/änklingar","24","kvinnor",0
"Järfälla","änkor/änklingar","25","män",0
"Järfälla","änkor/änklingar","25","kvinnor",0
"Ekerö","ogifta","12","män",251
"Ekerö","ogifta","12","kvinnor",254
"Ekerö","ogifta","13","män",253
"Ekerö","ogifta","13","kvinnor",195
"Ekerö","ogifta","14","män",248
"Ekerö","ogifta","14","kvinnor",226
"Ekerö","ogifta","15","män",209
"Ekerö","ogifta","15","kvinnor",220
"Ekerö","ogifta","16","män",244
"Ekerö","ogifta","16","kvinnor",188
"Ekerö","ogifta","17","män",230
"Ekerö","ogifta","17","kvinnor",213
"Ekerö","ogifta","18","män",203
"Ekerö","ogifta","18","kvinnor",184
"Ekerö","ogifta","19","män",163
"Ekerö","ogifta","19","kvinnor",157
"Ekerö","ogifta","20","män",173
"Ekerö","ogifta","20","kvinnor",118
"Ekerö","ogifta","21","män",148
"Ekerö","ogifta","21","kvinnor",104
"Ekerö","ogifta","22","män",102
"Ekerö","ogifta","22","kvinnor",95
"Ekerö","ogifta","23","män",106
"Ekerö","ogifta","23","kvinnor",76
"Ekerö","ogifta","24","män",110
"Ekerö","ogifta","24","kvinnor",84
"Ekerö","ogifta","25","män",101
"Ekerö","ogifta","25","kvinnor",79
"Ekerö","gifta","12","män",0
"Ekerö","gifta","12","kvinnor",0
"Ekerö","gifta","13","män",0
"Ekerö","gifta","13","kvinnor",0
"Ekerö","gifta","14","män",0
"Ekerö","gifta","14","kvinnor",0
"Ekerö","gifta","15","män",0
"Ekerö","gifta","15","kvinnor",0
"Ekerö","gifta","16","män",0
"Ekerö","gifta","16","kvinnor",0
"Ekerö","gifta","17","män",0
"Ekerö","gifta","17","kvinnor",0
"Ekerö","gifta","18","män",0
"Ekerö","gifta","18","kvinnor",0
"Ekerö","gifta","19","män",0
"Ekerö","gifta","19","kvinnor",0
"Ekerö","gifta","20","män",0
"Ekerö","gifta","20","kvinnor",1
"Ekerö","gifta","21","män",1
"Ekerö","gifta","21","kvinnor",0
"Ekerö","gifta","22","män",0
"Ekerö","gifta","22","kvinnor",0
"Ekerö","gifta","23","män",1
"Ekerö","gifta","23","kvinnor",3
"Ekerö","gifta","24","män",2
"Ekerö","gifta","24","kvinnor",10
"Ekerö","gifta","25","män",4
"Ekerö","gifta","25","kvinnor",6
"Ekerö","skilda","12","män",0
"Ekerö","skilda","12","kvinnor",0
"Ekerö","skilda","13","män",0
"Ekerö","skilda","13","kvinnor",0
"Ekerö","skilda","14","män",0
"Ekerö","skilda","14","kvinnor",0
"Ekerö","skilda","15","män",0
"Ekerö","skilda","15","kvinnor",0
"Ekerö","skilda","16","män",0
"Ekerö","skilda","16","kvinnor",0
"Ekerö","skilda","17","män",0
"Ekerö","skilda","17","kvinnor",0
"Ekerö","skilda","18","män",0
"Ekerö","skilda","18","kvinnor",0
"Ekerö","skilda","19","män",0
"Ekerö","skilda","19","kvinnor",0
"Ekerö","skilda","20","män",0
"Ekerö","skilda","20","kvinnor",0
"Ekerö","skilda","21","män",0
"Ekerö","skilda","21","kvinnor",0
"Ekerö","skilda","22","män",0
"Ekerö","skilda","22","kvinnor",0
"Ekerö","skilda","23","män",0
"Ekerö","skilda","23","kvinnor",0
"Ekerö","skilda","24","män",0
"Ekerö","skilda","24","kvinnor",0
"Ekerö","skilda","25","män",0
"Ekerö","skilda","25","kvinnor",2
"Ekerö","änkor/änklingar","12","män",0
"Ekerö","änkor/änklingar","12","kvinnor",0
"Ekerö","änkor/änklingar","13","män",0
"Ekerö","änkor/änklingar","13","kvinnor",0
"Ekerö","änkor/änklingar","14","män",0
"Ekerö","änkor/änklingar","14","kvinnor",0
"Ekerö","änkor/änklingar","15","män",0
"Ekerö","änkor/änklingar","15","kvinnor",0
"Ekerö","änkor/änklingar","16","män",0
"Ekerö","änkor/änklingar","16","kvinnor",0
"Ekerö","änkor/änklingar","17","män",0
"Ekerö","änkor/änklingar","17","kvinnor",0
"Ekerö","änkor/änklingar","18","män",0
"Ekerö","änkor/änklingar","18","kvinnor",0
"Ekerö","änkor/änklingar","19","män",0
"Ekerö","änkor/änklingar","19","kvinnor",0
"Ekerö","änkor/änklingar","20","män",0
"Ekerö","änkor/änklingar","20","kvinnor",0
"Ekerö","änkor/änklingar","21","män",0
"Ekerö","änkor/änklingar","21","kvinnor",0
"Ekerö","änkor/änklingar","22","män",0
"Ekerö","änkor/änklingar","22","kvinnor",0
