"region","civilstånd","ålder","kön","X2019"
"Oxelösund","änkor/änklingar","24","kvinnor",0
"Oxelösund","änkor/änklingar","25","män",0
"Oxelösund","änkor/änklingar","25","kvinnor",0
"Flen","ogifta","12","män",109
"Flen","ogifta","12","kvinnor",104
"Flen","ogifta","13","män",109
"Flen","ogifta","13","kvinnor",86
"Flen","ogifta","14","män",99
"Flen","ogifta","14","kvinnor",91
"Flen","ogifta","15","män",109
"Flen","ogifta","15","kvinnor",80
"Flen","ogifta","16","män",117
"Flen","ogifta","16","kvinnor",104
"Flen","ogifta","17","män",104
"Flen","ogifta","17","kvinnor",98
"Flen","ogifta","18","män",116
"Flen","ogifta","18","kvinnor",102
"Flen","ogifta","19","män",103
"Flen","ogifta","19","kvinnor",90
"Flen","ogifta","20","män",115
"Flen","ogifta","20","kvinnor",74
"Flen","ogifta","21","män",91
"Flen","ogifta","21","kvinnor",63
"Flen","ogifta","22","män",92
"Flen","ogifta","22","kvinnor",61
"Flen","ogifta","23","män",78
"Flen","ogifta","23","kvinnor",48
"Flen","ogifta","24","män",54
"Flen","ogifta","24","kvinnor",55
"Flen","ogifta","25","män",67
"Flen","ogifta","25","kvinnor",49
"Flen","gifta","12","män",0
"Flen","gifta","12","kvinnor",0
"Flen","gifta","13","män",0
"Flen","gifta","13","kvinnor",0
"Flen","gifta","14","män",0
"Flen","gifta","14","kvinnor",0
"Flen","gifta","15","män",0
"Flen","gifta","15","kvinnor",0
"Flen","gifta","16","män",0
"Flen","gifta","16","kvinnor",0
"Flen","gifta","17","män",0
"Flen","gifta","17","kvinnor",0
"Flen","gifta","18","män",0
"Flen","gifta","18","kvinnor",0
"Flen","gifta","19","män",0
"Flen","gifta","19","kvinnor",1
"Flen","gifta","20","män",2
"Flen","gifta","20","kvinnor",3
"Flen","gifta","21","män",2
"Flen","gifta","21","kvinnor",4
"Flen","gifta","22","män",2
"Flen","gifta","22","kvinnor",9
"Flen","gifta","23","män",2
"Flen","gifta","23","kvinnor",7
"Flen","gifta","24","män",4
"Flen","gifta","24","kvinnor",13
"Flen","gifta","25","män",10
"Flen","gifta","25","kvinnor",18
"Flen","skilda","12","män",0
"Flen","skilda","12","kvinnor",0
"Flen","skilda","13","män",0
"Flen","skilda","13","kvinnor",0
"Flen","skilda","14","män",0
"Flen","skilda","14","kvinnor",0
"Flen","skilda","15","män",0
"Flen","skilda","15","kvinnor",0
"Flen","skilda","16","män",0
"Flen","skilda","16","kvinnor",0
"Flen","skilda","17","män",0
"Flen","skilda","17","kvinnor",0
"Flen","skilda","18","män",0
"Flen","skilda","18","kvinnor",0
"Flen","skilda","19","män",0
"Flen","skilda","19","kvinnor",0
"Flen","skilda","20","män",0
"Flen","skilda","20","kvinnor",0
"Flen","skilda","21","män",0
"Flen","skilda","21","kvinnor",1
"Flen","skilda","22","män",0
"Flen","skilda","22","kvinnor",1
"Flen","skilda","23","män",0
"Flen","skilda","23","kvinnor",0
"Flen","skilda","24","män",0
"Flen","skilda","24","kvinnor",1
"Flen","skilda","25","män",1
"Flen","skilda","25","kvinnor",0
"Flen","änkor/änklingar","12","män",0
"Flen","änkor/änklingar","12","kvinnor",0
"Flen","änkor/änklingar","13","män",0
"Flen","änkor/änklingar","13","kvinnor",0
"Flen","änkor/änklingar","14","män",0
"Flen","änkor/änklingar","14","kvinnor",0
"Flen","änkor/änklingar","15","män",0
"Flen","änkor/änklingar","15","kvinnor",0
"Flen","änkor/änklingar","16","män",0
"Flen","änkor/änklingar","16","kvinnor",0
"Flen","änkor/änklingar","17","män",0
"Flen","änkor/änklingar","17","kvinnor",0
"Flen","änkor/änklingar","18","män",0
"Flen","änkor/änklingar","18","kvinnor",0
"Flen","änkor/änklingar","19","män",0
"Flen","änkor/änklingar","19","kvinnor",0
"Flen","änkor/änklingar","20","män",0
"Flen","änkor/änklingar","20","kvinnor",0
"Flen","änkor/änklingar","21","män",0
"Flen","änkor/änklingar","21","kvinnor",0
"Flen","änkor/änklingar","22","män",0
"Flen","änkor/änklingar","22","kvinnor",0
"Flen","änkor/änklingar","23","män",0
"Flen","änkor/änklingar","23","kvinnor",0
"Flen","änkor/änklingar","24","män",0
"Flen","änkor/änklingar","24","kvinnor",0
"Flen","änkor/änklingar","25","män",0
"Flen","änkor/änklingar","25","kvinnor",0
"Katrineholm","ogifta","12","män",240
"Katrineholm","ogifta","12","kvinnor",211
"Katrineholm","ogifta","13","män",199
"Katrineholm","ogifta","13","kvinnor",182
"Katrineholm","ogifta","14","män",231
"Katrineholm","ogifta","14","kvinnor",200
"Katrineholm","ogifta","15","män",245
"Katrineholm","ogifta","15","kvinnor",177
"Katrineholm","ogifta","16","män",220
"Katrineholm","ogifta","16","kvinnor",185
"Katrineholm","ogifta","17","män",234
"Katrineholm","ogifta","17","kvinnor",210
"Katrineholm","ogifta","18","män",216
"Katrineholm","ogifta","18","kvinnor",197
"Katrineholm","ogifta","19","män",189
"Katrineholm","ogifta","19","kvinnor",195
"Katrineholm","ogifta","20","män",238
"Katrineholm","ogifta","20","kvinnor",178
"Katrineholm","ogifta","21","män",188
"Katrineholm","ogifta","21","kvinnor",182
"Katrineholm","ogifta","22","män",187
"Katrineholm","ogifta","22","kvinnor",133
"Katrineholm","ogifta","23","män",153
"Katrineholm","ogifta","23","kvinnor",147
"Katrineholm","ogifta","24","män",209
"Katrineholm","ogifta","24","kvinnor",141
"Katrineholm","ogifta","25","män",209
"Katrineholm","ogifta","25","kvinnor",179
"Katrineholm","gifta","12","män",0
"Katrineholm","gifta","12","kvinnor",0
"Katrineholm","gifta","13","män",0
"Katrineholm","gifta","13","kvinnor",0
"Katrineholm","gifta","14","män",0
"Katrineholm","gifta","14","kvinnor",0
"Katrineholm","gifta","15","män",0
"Katrineholm","gifta","15","kvinnor",0
"Katrineholm","gifta","16","män",0
"Katrineholm","gifta","16","kvinnor",0
"Katrineholm","gifta","17","män",0
"Katrineholm","gifta","17","kvinnor",0
"Katrineholm","gifta","18","män",0
"Katrineholm","gifta","18","kvinnor",0
"Katrineholm","gifta","19","män",2
"Katrineholm","gifta","19","kvinnor",4
"Katrineholm","gifta","20","män",1
"Katrineholm","gifta","20","kvinnor",10
"Katrineholm","gifta","21","män",1
"Katrineholm","gifta","21","kvinnor",7
"Katrineholm","gifta","22","män",7
"Katrineholm","gifta","22","kvinnor",21
"Katrineholm","gifta","23","män",11
"Katrineholm","gifta","23","kvinnor",22
"Katrineholm","gifta","24","män",11
"Katrineholm","gifta","24","kvinnor",19
"Katrineholm","gifta","25","män",6
"Katrineholm","gifta","25","kvinnor",23
"Katrineholm","skilda","12","män",0
"Katrineholm","skilda","12","kvinnor",0
"Katrineholm","skilda","13","män",0
"Katrineholm","skilda","13","kvinnor",0
"Katrineholm","skilda","14","män",0
"Katrineholm","skilda","14","kvinnor",0
"Katrineholm","skilda","15","män",0
"Katrineholm","skilda","15","kvinnor",0
"Katrineholm","skilda","16","män",0
"Katrineholm","skilda","16","kvinnor",0
"Katrineholm","skilda","17","män",0
"Katrineholm","skilda","17","kvinnor",0
"Katrineholm","skilda","18","män",0
"Katrineholm","skilda","18","kvinnor",0
"Katrineholm","skilda","19","män",0
"Katrineholm","skilda","19","kvinnor",0
"Katrineholm","skilda","20","män",0
"Katrineholm","skilda","20","kvinnor",0
"Katrineholm","skilda","21","män",0
"Katrineholm","skilda","21","kvinnor",1
"Katrineholm","skilda","22","män",0
"Katrineholm","skilda","22","kvinnor",1
"Katrineholm","skilda","23","män",1
"Katrineholm","skilda","23","kvinnor",1
"Katrineholm","skilda","24","män",0
"Katrineholm","skilda","24","kvinnor",3
"Katrineholm","skilda","25","män",2
"Katrineholm","skilda","25","kvinnor",3
"Katrineholm","änkor/änklingar","12","män",0
"Katrineholm","änkor/änklingar","12","kvinnor",0
"Katrineholm","änkor/änklingar","13","män",0
"Katrineholm","änkor/änklingar","13","kvinnor",0
"Katrineholm","änkor/änklingar","14","män",0
"Katrineholm","änkor/änklingar","14","kvinnor",0
"Katrineholm","änkor/änklingar","15","män",0
"Katrineholm","änkor/änklingar","15","kvinnor",0
"Katrineholm","änkor/änklingar","16","män",0
"Katrineholm","änkor/änklingar","16","kvinnor",0
"Katrineholm","änkor/änklingar","17","män",0
"Katrineholm","änkor/änklingar","17","kvinnor",0
"Katrineholm","änkor/änklingar","18","män",0
"Katrineholm","änkor/änklingar","18","kvinnor",0
"Katrineholm","änkor/änklingar","19","män",0
"Katrineholm","änkor/änklingar","19","kvinnor",0
"Katrineholm","änkor/änklingar","20","män",0
"Katrineholm","änkor/änklingar","20","kvinnor",0
"Katrineholm","änkor/änklingar","21","män",0
"Katrineholm","änkor/änklingar","21","kvinnor",0
"Katrineholm","änkor/änklingar","22","män",0
"Katrineholm","änkor/änklingar","22","kvinnor",0
"Katrineholm","änkor/änklingar","23","män",0
"Katrineholm","änkor/änklingar","23","kvinnor",1
"Katrineholm","änkor/änklingar","24","män",0
"Katrineholm","änkor/änklingar","24","kvinnor",0
"Katrineholm","änkor/änklingar","25","män",0
"Katrineholm","änkor/änklingar","25","kvinnor",0
"Eskilstuna","ogifta","12","män",651
"Eskilstuna","ogifta","12","kvinnor",683
"Eskilstuna","ogifta","13","män",684
"Eskilstuna","ogifta","13","kvinnor",685
"Eskilstuna","ogifta","14","män",642
"Eskilstuna","ogifta","14","kvinnor",665
"Eskilstuna","ogifta","15","män",696
"Eskilstuna","ogifta","15","kvinnor",594
"Eskilstuna","ogifta","16","män",643
"Eskilstuna","ogifta","16","kvinnor",634
"Eskilstuna","ogifta","17","män",677
"Eskilstuna","ogifta","17","kvinnor",593
"Eskilstuna","ogifta","18","män",698
"Eskilstuna","ogifta","18","kvinnor",612
"Eskilstuna","ogifta","19","män",702
"Eskilstuna","ogifta","19","kvinnor",599
"Eskilstuna","ogifta","20","män",632
"Eskilstuna","ogifta","20","kvinnor",612
"Eskilstuna","ogifta","21","män",654
"Eskilstuna","ogifta","21","kvinnor",550
"Eskilstuna","ogifta","22","män",591
"Eskilstuna","ogifta","22","kvinnor",512
"Eskilstuna","ogifta","23","män",650
"Eskilstuna","ogifta","23","kvinnor",513
"Eskilstuna","ogifta","24","män",609
"Eskilstuna","ogifta","24","kvinnor",559
"Eskilstuna","ogifta","25","män",629
"Eskilstuna","ogifta","25","kvinnor",539
"Eskilstuna","gifta","12","män",0
"Eskilstuna","gifta","12","kvinnor",0
"Eskilstuna","gifta","13","män",0
"Eskilstuna","gifta","13","kvinnor",0
"Eskilstuna","gifta","14","män",0
"Eskilstuna","gifta","14","kvinnor",0
"Eskilstuna","gifta","15","män",0
"Eskilstuna","gifta","15","kvinnor",0
"Eskilstuna","gifta","16","män",0
"Eskilstuna","gifta","16","kvinnor",0
"Eskilstuna","gifta","17","män",0
"Eskilstuna","gifta","17","kvinnor",0
"Eskilstuna","gifta","18","män",0
"Eskilstuna","gifta","18","kvinnor",1
"Eskilstuna","gifta","19","män",2
"Eskilstuna","gifta","19","kvinnor",4
"Eskilstuna","gifta","20","män",0
"Eskilstuna","gifta","20","kvinnor",10
"Eskilstuna","gifta","21","män",3
"Eskilstuna","gifta","21","kvinnor",24
"Eskilstuna","gifta","22","män",11
"Eskilstuna","gifta","22","kvinnor",37
"Eskilstuna","gifta","23","män",12
"Eskilstuna","gifta","23","kvinnor",59
"Eskilstuna","gifta","24","män",30
"Eskilstuna","gifta","24","kvinnor",90
"Eskilstuna","gifta","25","män",40
"Eskilstuna","gifta","25","kvinnor",109
"Eskilstuna","skilda","12","män",0
"Eskilstuna","skilda","12","kvinnor",0
"Eskilstuna","skilda","13","män",0
"Eskilstuna","skilda","13","kvinnor",0
"Eskilstuna","skilda","14","män",0
"Eskilstuna","skilda","14","kvinnor",0
"Eskilstuna","skilda","15","män",0
"Eskilstuna","skilda","15","kvinnor",0
"Eskilstuna","skilda","16","män",0
"Eskilstuna","skilda","16","kvinnor",0
"Eskilstuna","skilda","17","män",0
"Eskilstuna","skilda","17","kvinnor",0
"Eskilstuna","skilda","18","män",0
"Eskilstuna","skilda","18","kvinnor",0
"Eskilstuna","skilda","19","män",0
"Eskilstuna","skilda","19","kvinnor",0
"Eskilstuna","skilda","20","män",0
"Eskilstuna","skilda","20","kvinnor",0
"Eskilstuna","skilda","21","män",0
"Eskilstuna","skilda","21","kvinnor",1
"Eskilstuna","skilda","22","män",2
"Eskilstuna","skilda","22","kvinnor",2
"Eskilstuna","skilda","23","män",1
"Eskilstuna","skilda","23","kvinnor",4
"Eskilstuna","skilda","24","män",2
"Eskilstuna","skilda","24","kvinnor",12
"Eskilstuna","skilda","25","män",5
"Eskilstuna","skilda","25","kvinnor",13
"Eskilstuna","änkor/änklingar","12","män",0
"Eskilstuna","änkor/änklingar","12","kvinnor",0
"Eskilstuna","änkor/änklingar","13","män",0
"Eskilstuna","änkor/änklingar","13","kvinnor",0
"Eskilstuna","änkor/änklingar","14","män",0
"Eskilstuna","änkor/änklingar","14","kvinnor",0
"Eskilstuna","änkor/änklingar","15","män",0
"Eskilstuna","änkor/änklingar","15","kvinnor",0
"Eskilstuna","änkor/änklingar","16","män",0
"Eskilstuna","änkor/änklingar","16","kvinnor",0
"Eskilstuna","änkor/änklingar","17","män",0
"Eskilstuna","änkor/änklingar","17","kvinnor",0
"Eskilstuna","änkor/änklingar","18","män",0
"Eskilstuna","änkor/änklingar","18","kvinnor",0
"Eskilstuna","änkor/änklingar","19","män",0
"Eskilstuna","änkor/änklingar","19","kvinnor",0
"Eskilstuna","änkor/änklingar","20","män",0
"Eskilstuna","änkor/änklingar","20","kvinnor",0
"Eskilstuna","änkor/änklingar","21","män",0
"Eskilstuna","änkor/änklingar","21","kvinnor",0
"Eskilstuna","änkor/änklingar","22","män",0
"Eskilstuna","änkor/änklingar","22","kvinnor",0
"Eskilstuna","änkor/änklingar","23","män",0
"Eskilstuna","änkor/änklingar","23","kvinnor",0
"Eskilstuna","änkor/änklingar","24","män",0
"Eskilstuna","änkor/änklingar","24","kvinnor",1
"Eskilstuna","änkor/änklingar","25","män",0
"Eskilstuna","änkor/änklingar","25","kvinnor",0
"Strängnäs","ogifta","12","män",238
"Strängnäs","ogifta","12","kvinnor",233
"Strängnäs","ogifta","13","män",259
"Strängnäs","ogifta","13","kvinnor",269
"Strängnäs","ogifta","14","män",261
"Strängnäs","ogifta","14","kvinnor",229
"Strängnäs","ogifta","15","män",243
"Strängnäs","ogifta","15","kvinnor",206
"Strängnäs","ogifta","16","män",250
"Strängnäs","ogifta","16","kvinnor",209
"Strängnäs","ogifta","17","män",222
"Strängnäs","ogifta","17","kvinnor",226
"Strängnäs","ogifta","18","män",196
"Strängnäs","ogifta","18","kvinnor",214
"Strängnäs","ogifta","19","män",215
"Strängnäs","ogifta","19","kvinnor",175
"Strängnäs","ogifta","20","män",204
"Strängnäs","ogifta","20","kvinnor",142
"Strängnäs","ogifta","21","män",183
"Strängnäs","ogifta","21","kvinnor",147
"Strängnäs","ogifta","22","män",142
"Strängnäs","ogifta","22","kvinnor",127
"Strängnäs","ogifta","23","män",177
"Strängnäs","ogifta","23","kvinnor",132
"Strängnäs","ogifta","24","män",148
"Strängnäs","ogifta","24","kvinnor",138
"Strängnäs","ogifta","25","män",171
"Strängnäs","ogifta","25","kvinnor",119
"Strängnäs","gifta","12","män",0
"Strängnäs","gifta","12","kvinnor",0
"Strängnäs","gifta","13","män",0
"Strängnäs","gifta","13","kvinnor",0
"Strängnäs","gifta","14","män",0
"Strängnäs","gifta","14","kvinnor",0
"Strängnäs","gifta","15","män",0
"Strängnäs","gifta","15","kvinnor",0
"Strängnäs","gifta","16","män",0
"Strängnäs","gifta","16","kvinnor",0
"Strängnäs","gifta","17","män",0
"Strängnäs","gifta","17","kvinnor",0
"Strängnäs","gifta","18","män",0
"Strängnäs","gifta","18","kvinnor",0
"Strängnäs","gifta","19","män",0
"Strängnäs","gifta","19","kvinnor",1
"Strängnäs","gifta","20","män",1
"Strängnäs","gifta","20","kvinnor",1
"Strängnäs","gifta","21","män",0
"Strängnäs","gifta","21","kvinnor",5
"Strängnäs","gifta","22","män",4
"Strängnäs","gifta","22","kvinnor",6
"Strängnäs","gifta","23","män",3
"Strängnäs","gifta","23","kvinnor",14
"Strängnäs","gifta","24","män",7
"Strängnäs","gifta","24","kvinnor",12
"Strängnäs","gifta","25","män",14
"Strängnäs","gifta","25","kvinnor",24
"Strängnäs","skilda","12","män",0
"Strängnäs","skilda","12","kvinnor",0
"Strängnäs","skilda","13","män",0
"Strängnäs","skilda","13","kvinnor",0
"Strängnäs","skilda","14","män",0
"Strängnäs","skilda","14","kvinnor",0
"Strängnäs","skilda","15","män",0
"Strängnäs","skilda","15","kvinnor",0
"Strängnäs","skilda","16","män",0
"Strängnäs","skilda","16","kvinnor",0
"Strängnäs","skilda","17","män",0
"Strängnäs","skilda","17","kvinnor",0
"Strängnäs","skilda","18","män",0
"Strängnäs","skilda","18","kvinnor",0
"Strängnäs","skilda","19","män",0
"Strängnäs","skilda","19","kvinnor",0
"Strängnäs","skilda","20","män",0
"Strängnäs","skilda","20","kvinnor",0
"Strängnäs","skilda","21","män",0
"Strängnäs","skilda","21","kvinnor",1
"Strängnäs","skilda","22","män",0
"Strängnäs","skilda","22","kvinnor",1
"Strängnäs","skilda","23","män",0
"Strängnäs","skilda","23","kvinnor",0
"Strängnäs","skilda","24","män",0
"Strängnäs","skilda","24","kvinnor",1
"Strängnäs","skilda","25","män",2
"Strängnäs","skilda","25","kvinnor",1
"Strängnäs","änkor/änklingar","12","män",0
"Strängnäs","änkor/änklingar","12","kvinnor",0
"Strängnäs","änkor/änklingar","13","män",0
"Strängnäs","änkor/änklingar","13","kvinnor",0
"Strängnäs","änkor/änklingar","14","män",0
"Strängnäs","änkor/änklingar","14","kvinnor",0
"Strängnäs","änkor/änklingar","15","män",0
"Strängnäs","änkor/änklingar","15","kvinnor",0
"Strängnäs","änkor/änklingar","16","män",0
"Strängnäs","änkor/änklingar","16","kvinnor",0
"Strängnäs","änkor/änklingar","17","män",0
"Strängnäs","änkor/änklingar","17","kvinnor",0
"Strängnäs","änkor/änklingar","18","män",0
"Strängnäs","änkor/änklingar","18","kvinnor",0
"Strängnäs","änkor/änklingar","19","män",0
"Strängnäs","änkor/änklingar","19","kvinnor",0
"Strängnäs","änkor/änklingar","20","män",0
"Strängnäs","änkor/änklingar","20","kvinnor",0
"Strängnäs","änkor/änklingar","21","män",0
"Strängnäs","änkor/änklingar","21","kvinnor",0
"Strängnäs","änkor/änklingar","22","män",0
"Strängnäs","änkor/änklingar","22","kvinnor",0
"Strängnäs","änkor/änklingar","23","män",0
"Strängnäs","änkor/änklingar","23","kvinnor",0
"Strängnäs","änkor/änklingar","24","män",0
"Strängnäs","änkor/änklingar","24","kvinnor",0
"Strängnäs","änkor/änklingar","25","män",0
"Strängnäs","änkor/änklingar","25","kvinnor",0
"Trosa","ogifta","12","män",78
"Trosa","ogifta","12","kvinnor",96
"Trosa","ogifta","13","män",82
"Trosa","ogifta","13","kvinnor",79
"Trosa","ogifta","14","män",80
"Trosa","ogifta","14","kvinnor",81
"Trosa","ogifta","15","män",95
"Trosa","ogifta","15","kvinnor",72
"Trosa","ogifta","16","män",89
"Trosa","ogifta","16","kvinnor",66
"Trosa","ogifta","17","män",86
"Trosa","ogifta","17","kvinnor",90
"Trosa","ogifta","18","män",76
"Trosa","ogifta","18","kvinnor",77
"Trosa","ogifta","19","män",74
"Trosa","ogifta","19","kvinnor",64
"Trosa","ogifta","20","män",67
"Trosa","ogifta","20","kvinnor",62
"Trosa","ogifta","21","män",56
"Trosa","ogifta","21","kvinnor",41
"Trosa","ogifta","22","män",49
"Trosa","ogifta","22","kvinnor",47
"Trosa","ogifta","23","män",58
"Trosa","ogifta","23","kvinnor",39
"Trosa","ogifta","24","män",68
"Trosa","ogifta","24","kvinnor",48
"Trosa","ogifta","25","män",59
"Trosa","ogifta","25","kvinnor",55
"Trosa","gifta","12","män",0
"Trosa","gifta","12","kvinnor",0
"Trosa","gifta","13","män",0
"Trosa","gifta","13","kvinnor",0
"Trosa","gifta","14","män",0
"Trosa","gifta","14","kvinnor",0
"Trosa","gifta","15","män",0
"Trosa","gifta","15","kvinnor",0
"Trosa","gifta","16","män",0
"Trosa","gifta","16","kvinnor",0
"Trosa","gifta","17","män",0
"Trosa","gifta","17","kvinnor",0
"Trosa","gifta","18","män",0
"Trosa","gifta","18","kvinnor",0
"Trosa","gifta","19","män",0
"Trosa","gifta","19","kvinnor",1
"Trosa","gifta","20","män",0
"Trosa","gifta","20","kvinnor",0
"Trosa","gifta","21","män",0
"Trosa","gifta","21","kvinnor",2
"Trosa","gifta","22","män",0
"Trosa","gifta","22","kvinnor",1
"Trosa","gifta","23","män",2
"Trosa","gifta","23","kvinnor",3
"Trosa","gifta","24","män",0
"Trosa","gifta","24","kvinnor",4
"Trosa","gifta","25","män",3
"Trosa","gifta","25","kvinnor",8
"Trosa","skilda","12","män",0
"Trosa","skilda","12","kvinnor",0
"Trosa","skilda","13","män",0
"Trosa","skilda","13","kvinnor",0
"Trosa","skilda","14","män",0
"Trosa","skilda","14","kvinnor",0
"Trosa","skilda","15","män",0
"Trosa","skilda","15","kvinnor",0
"Trosa","skilda","16","män",0
"Trosa","skilda","16","kvinnor",0
"Trosa","skilda","17","män",0
"Trosa","skilda","17","kvinnor",0
"Trosa","skilda","18","män",0
"Trosa","skilda","18","kvinnor",0
"Trosa","skilda","19","män",0
"Trosa","skilda","19","kvinnor",0
"Trosa","skilda","20","män",0
"Trosa","skilda","20","kvinnor",0
"Trosa","skilda","21","män",0
"Trosa","skilda","21","kvinnor",0
"Trosa","skilda","22","män",0
"Trosa","skilda","22","kvinnor",0
"Trosa","skilda","23","män",0
"Trosa","skilda","23","kvinnor",0
"Trosa","skilda","24","män",0
"Trosa","skilda","24","kvinnor",0
"Trosa","skilda","25","män",0
"Trosa","skilda","25","kvinnor",1
"Trosa","änkor/änklingar","12","män",0
"Trosa","änkor/änklingar","12","kvinnor",0
"Trosa","änkor/änklingar","13","män",0
"Trosa","änkor/änklingar","13","kvinnor",0
"Trosa","änkor/änklingar","14","män",0
"Trosa","änkor/änklingar","14","kvinnor",0
"Trosa","änkor/änklingar","15","män",0
"Trosa","änkor/änklingar","15","kvinnor",0
"Trosa","änkor/änklingar","16","män",0
"Trosa","änkor/änklingar","16","kvinnor",0
"Trosa","änkor/änklingar","17","män",0
"Trosa","änkor/änklingar","17","kvinnor",0
"Trosa","änkor/änklingar","18","män",0
"Trosa","änkor/änklingar","18","kvinnor",0
"Trosa","änkor/änklingar","19","män",0
"Trosa","änkor/änklingar","19","kvinnor",0
"Trosa","änkor/änklingar","20","män",0
"Trosa","änkor/änklingar","20","kvinnor",0
"Trosa","änkor/änklingar","21","män",0
"Trosa","änkor/änklingar","21","kvinnor",0
"Trosa","änkor/änklingar","22","män",0
"Trosa","änkor/änklingar","22","kvinnor",0
"Trosa","änkor/änklingar","23","män",0
"Trosa","änkor/änklingar","23","kvinnor",0
"Trosa","änkor/änklingar","24","män",0
"Trosa","änkor/änklingar","24","kvinnor",0
"Trosa","änkor/änklingar","25","män",0
"Trosa","änkor/änklingar","25","kvinnor",0
"Ödeshög","ogifta","12","män",31
"Ödeshög","ogifta","12","kvinnor",27
"Ödeshög","ogifta","13","män",32
"Ödeshög","ogifta","13","kvinnor",32
"Ödeshög","ogifta","14","män",29
"Ödeshög","ogifta","14","kvinnor",28
"Ödeshög","ogifta","15","män",35
"Ödeshög","ogifta","15","kvinnor",29
"Ödeshög","ogifta","16","män",30
"Ödeshög","ogifta","16","kvinnor",27
"Ödeshög","ogifta","17","män",28
"Ödeshög","ogifta","17","kvinnor",23
"Ödeshög","ogifta","18","män",25
"Ödeshög","ogifta","18","kvinnor",28
"Ödeshög","ogifta","19","män",33
"Ödeshög","ogifta","19","kvinnor",27
"Ödeshög","ogifta","20","män",32
"Ödeshög","ogifta","20","kvinnor",19
"Ödeshög","ogifta","21","män",20
"Ödeshög","ogifta","21","kvinnor",21
"Ödeshög","ogifta","22","män",23
"Ödeshög","ogifta","22","kvinnor",14
"Ödeshög","ogifta","23","män",26
"Ödeshög","ogifta","23","kvinnor",21
"Ödeshög","ogifta","24","män",28
"Ödeshög","ogifta","24","kvinnor",24
"Ödeshög","ogifta","25","män",22
"Ödeshög","ogifta","25","kvinnor",15
"Ödeshög","gifta","12","män",0
"Ödeshög","gifta","12","kvinnor",0
"Ödeshög","gifta","13","män",0
"Ödeshög","gifta","13","kvinnor",0
"Ödeshög","gifta","14","män",0
"Ödeshög","gifta","14","kvinnor",0
"Ödeshög","gifta","15","män",0
"Ödeshög","gifta","15","kvinnor",0
"Ödeshög","gifta","16","män",0
"Ödeshög","gifta","16","kvinnor",0
"Ödeshög","gifta","17","män",0
"Ödeshög","gifta","17","kvinnor",0
"Ödeshög","gifta","18","män",0
"Ödeshög","gifta","18","kvinnor",0
"Ödeshög","gifta","19","män",0
"Ödeshög","gifta","19","kvinnor",0
"Ödeshög","gifta","20","män",0
"Ödeshög","gifta","20","kvinnor",1
"Ödeshög","gifta","21","män",1
"Ödeshög","gifta","21","kvinnor",5
"Ödeshög","gifta","22","män",1
"Ödeshög","gifta","22","kvinnor",3
"Ödeshög","gifta","23","män",1
"Ödeshög","gifta","23","kvinnor",5
"Ödeshög","gifta","24","män",1
"Ödeshög","gifta","24","kvinnor",11
"Ödeshög","gifta","25","män",4
"Ödeshög","gifta","25","kvinnor",4
"Ödeshög","skilda","12","män",0
"Ödeshög","skilda","12","kvinnor",0
"Ödeshög","skilda","13","män",0
"Ödeshög","skilda","13","kvinnor",0
"Ödeshög","skilda","14","män",0
"Ödeshög","skilda","14","kvinnor",0
"Ödeshög","skilda","15","män",0
"Ödeshög","skilda","15","kvinnor",0
"Ödeshög","skilda","16","män",0
"Ödeshög","skilda","16","kvinnor",0
"Ödeshög","skilda","17","män",0
"Ödeshög","skilda","17","kvinnor",0
"Ödeshög","skilda","18","män",0
"Ödeshög","skilda","18","kvinnor",0
"Ödeshög","skilda","19","män",0
"Ödeshög","skilda","19","kvinnor",0
"Ödeshög","skilda","20","män",0
"Ödeshög","skilda","20","kvinnor",0
"Ödeshög","skilda","21","män",0
"Ödeshög","skilda","21","kvinnor",0
"Ödeshög","skilda","22","män",0
"Ödeshög","skilda","22","kvinnor",0
"Ödeshög","skilda","23","män",0
"Ödeshög","skilda","23","kvinnor",0
"Ödeshög","skilda","24","män",0
"Ödeshög","skilda","24","kvinnor",0
"Ödeshög","skilda","25","män",0
"Ödeshög","skilda","25","kvinnor",0
"Ödeshög","änkor/änklingar","12","män",0
"Ödeshög","änkor/änklingar","12","kvinnor",0
"Ödeshög","änkor/änklingar","13","män",0
"Ödeshög","änkor/änklingar","13","kvinnor",0
"Ödeshög","änkor/änklingar","14","män",0
"Ödeshög","änkor/änklingar","14","kvinnor",0
"Ödeshög","änkor/änklingar","15","män",0
"Ödeshög","änkor/änklingar","15","kvinnor",0
"Ödeshög","änkor/änklingar","16","män",0
"Ödeshög","änkor/änklingar","16","kvinnor",0
"Ödeshög","änkor/änklingar","17","män",0
"Ödeshög","änkor/änklingar","17","kvinnor",0
"Ödeshög","änkor/änklingar","18","män",0
"Ödeshög","änkor/änklingar","18","kvinnor",0
"Ödeshög","änkor/änklingar","19","män",0
"Ödeshög","änkor/änklingar","19","kvinnor",0
"Ödeshög","änkor/änklingar","20","män",0
"Ödeshög","änkor/änklingar","20","kvinnor",0
"Ödeshög","änkor/änklingar","21","män",0
"Ödeshög","änkor/änklingar","21","kvinnor",0
"Ödeshög","änkor/änklingar","22","män",0
"Ödeshög","änkor/änklingar","22","kvinnor",0
"Ödeshög","änkor/änklingar","23","män",0
"Ödeshög","änkor/änklingar","23","kvinnor",0
