"Municipality","SchoolOrganiser","Gender","Students","value"
"Tanum","Samtliga","Flickor","Ineligible",11.025
"Tanum","Kommunal","Flickor","Total",63
"Tanum","Kommunal","Flickor","Eligible",51.975
"Tanum","Kommunal","Flickor","Ineligible",11.025
"Tibro","Samtliga","Flickor","Total",57
"Tibro","Samtliga","Flickor","Eligible",57
"Tibro","Samtliga","Flickor","Ineligible",0
"Tibro","Kommunal","Flickor","Total",57
"Tibro","Kommunal","Flickor","Eligible",57
"Tibro","Kommunal","Flickor","Ineligible",0
"Tidaholm","Samtliga","Flickor","Total",69
"Tidaholm","Samtliga","Flickor","Eligible",69
"Tidaholm","Samtliga","Flickor","Ineligible",0
"Tidaholm","Kommunal","Flickor","Total",69
"Tidaholm","Kommunal","Flickor","Eligible",69
"Tidaholm","Kommunal","Flickor","Ineligible",0
"Tierp","Samtliga","Flickor","Total",94
"Tierp","Samtliga","Flickor","Eligible",70.03
"Tierp","Samtliga","Flickor","Ineligible",23.97
"Tierp","Kommunal","Flickor","Total",94
"Tierp","Kommunal","Flickor","Eligible",70.03
"Tierp","Kommunal","Flickor","Ineligible",23.97
"Timrå","Samtliga","Flickor","Total",119
"Timrå","Samtliga","Flickor","Eligible",108.052
"Timrå","Samtliga","Flickor","Ineligible",10.948
"Timrå","Kommunal","Flickor","Total",119
"Timrå","Kommunal","Flickor","Eligible",108.052
"Timrå","Kommunal","Flickor","Ineligible",10.948
"Tingsryd","Samtliga","Flickor","Total",74
"Tingsryd","Samtliga","Flickor","Eligible",58.016
"Tingsryd","Samtliga","Flickor","Ineligible",15.984
"Tingsryd","Kommunal","Flickor","Total",55
"Tingsryd","Kommunal","Flickor","Eligible",39.985
"Tingsryd","Kommunal","Flickor","Ineligible",15.015
"Tingsryd","Enskild","Flickor","Total",19
"Tingsryd","Enskild","Flickor","Eligible",19
"Tingsryd","Enskild","Flickor","Ineligible",0
"Tjörn","Samtliga","Flickor","Total",82
"Tjörn","Samtliga","Flickor","Eligible",82
"Tjörn","Samtliga","Flickor","Ineligible",0
"Tjörn","Kommunal","Flickor","Total",82
"Tjörn","Kommunal","Flickor","Eligible",82
"Tjörn","Kommunal","Flickor","Ineligible",0
"Tomelilla","Samtliga","Flickor","Total",54
"Tomelilla","Samtliga","Flickor","Eligible",44.01
"Tomelilla","Samtliga","Flickor","Ineligible",9.99
"Tomelilla","Kommunal","Flickor","Total",54
"Tomelilla","Kommunal","Flickor","Eligible",44.01
"Tomelilla","Kommunal","Flickor","Ineligible",9.99
"Torsby","Samtliga","Flickor","Total",56
"Torsby","Samtliga","Flickor","Eligible",44.016
"Torsby","Samtliga","Flickor","Ineligible",11.984
"Torsby","Kommunal","Flickor","Total",56
"Torsby","Kommunal","Flickor","Eligible",44.016
"Torsby","Kommunal","Flickor","Ineligible",11.984
"Torsås","Samtliga","Flickor","Total",35
"Torsås","Samtliga","Flickor","Eligible",35
"Torsås","Samtliga","Flickor","Ineligible",0
"Torsås","Kommunal","Flickor","Total",35
"Torsås","Kommunal","Flickor","Eligible",35
"Torsås","Kommunal","Flickor","Ineligible",0
"Tranemo","Samtliga","Flickor","Total",60
"Tranemo","Samtliga","Flickor","Eligible",60
"Tranemo","Samtliga","Flickor","Ineligible",0
"Tranemo","Kommunal","Flickor","Total",60
"Tranemo","Kommunal","Flickor","Eligible",60
"Tranemo","Kommunal","Flickor","Ineligible",0
"Tranås","Samtliga","Flickor","Total",118
"Tranås","Samtliga","Flickor","Eligible",94.99
"Tranås","Samtliga","Flickor","Ineligible",23.01
"Tranås","Kommunal","Flickor","Total",118
"Tranås","Kommunal","Flickor","Eligible",94.99
"Tranås","Kommunal","Flickor","Ineligible",23.01
"Trelleborg","Samtliga","Flickor","Total",279
"Trelleborg","Samtliga","Flickor","Eligible",229.059
"Trelleborg","Samtliga","Flickor","Ineligible",49.941
"Trelleborg","Kommunal","Flickor","Total",242
"Trelleborg","Kommunal","Flickor","Eligible",201.102
"Trelleborg","Kommunal","Flickor","Ineligible",40.898
"Trelleborg","Enskild","Flickor","Total",37
"Trelleborg","Enskild","Flickor","Eligible",37
"Trelleborg","Enskild","Flickor","Ineligible",0
"Trollhättan","Samtliga","Flickor","Total",384
"Trollhättan","Samtliga","Flickor","Eligible",319.872
"Trollhättan","Samtliga","Flickor","Ineligible",64.128
"Trollhättan","Kommunal","Flickor","Total",315
"Trollhättan","Kommunal","Flickor","Eligible",255.15
"Trollhättan","Kommunal","Flickor","Ineligible",59.85
"Trollhättan","Enskild","Flickor","Total",69
"Trollhättan","Enskild","Flickor","Eligible",69
"Trollhättan","Enskild","Flickor","Ineligible",0
"Trosa","Samtliga","Flickor","Total",66
"Trosa","Samtliga","Flickor","Eligible",66
"Trosa","Samtliga","Flickor","Ineligible",0
"Trosa","Kommunal","Flickor","Total",66
"Trosa","Kommunal","Flickor","Eligible",66
"Trosa","Kommunal","Flickor","Ineligible",0
"Tyresö","Samtliga","Flickor","Total",313
"Tyresö","Samtliga","Flickor","Eligible",270.119
"Tyresö","Samtliga","Flickor","Ineligible",42.881
"Tyresö","Kommunal","Flickor","Total",234
"Tyresö","Kommunal","Flickor","Eligible",193.986
"Tyresö","Kommunal","Flickor","Ineligible",40.014
"Tyresö","Enskild","Flickor","Total",79
"Tyresö","Enskild","Flickor","Eligible",79
"Tyresö","Enskild","Flickor","Ineligible",0
"Täby","Samtliga","Flickor","Total",581
"Täby","Samtliga","Flickor","Eligible",544.978
"Täby","Samtliga","Flickor","Ineligible",36.022
"Täby","Kommunal","Flickor","Total",235
"Täby","Kommunal","Flickor","Eligible",222.075
"Täby","Kommunal","Flickor","Ineligible",12.925
"Täby","Enskild","Flickor","Total",346
"Täby","Enskild","Flickor","Eligible",323.164
"Täby","Enskild","Flickor","Ineligible",22.836
"Töreboda","Samtliga","Flickor","Total",48
"Töreboda","Samtliga","Flickor","Eligible",37.008
"Töreboda","Samtliga","Flickor","Ineligible",10.992
"Töreboda","Kommunal","Flickor","Total",48
"Töreboda","Kommunal","Flickor","Eligible",37.008
"Töreboda","Kommunal","Flickor","Ineligible",10.992
"Uddevalla","Samtliga","Flickor","Total",315
"Uddevalla","Samtliga","Flickor","Eligible",255.15
"Uddevalla","Samtliga","Flickor","Ineligible",59.85
"Uddevalla","Kommunal","Flickor","Total",265
"Uddevalla","Kommunal","Flickor","Eligible",209.88
"Uddevalla","Kommunal","Flickor","Ineligible",55.12
"Uddevalla","Enskild","Flickor","Total",50
"Uddevalla","Enskild","Flickor","Eligible",50
"Uddevalla","Enskild","Flickor","Ineligible",0
"Ulricehamn","Samtliga","Flickor","Total",140
"Ulricehamn","Samtliga","Flickor","Eligible",117.04
"Ulricehamn","Samtliga","Flickor","Ineligible",22.96
"Ulricehamn","Kommunal","Flickor","Total",140
"Ulricehamn","Kommunal","Flickor","Eligible",117.04
"Ulricehamn","Kommunal","Flickor","Ineligible",22.96
"Umeå","Samtliga","Flickor","Total",642
"Umeå","Samtliga","Flickor","Eligible",575.874
"Umeå","Samtliga","Flickor","Ineligible",66.126
"Umeå","Kommunal","Flickor","Total",464
"Umeå","Kommunal","Flickor","Eligible",414.816
"Umeå","Kommunal","Flickor","Ineligible",49.184
"Umeå","Enskild","Flickor","Total",178
"Umeå","Enskild","Flickor","Eligible",160.912
"Umeå","Enskild","Flickor","Ineligible",17.088
"Upplands Väsby","Samtliga","Flickor","Total",220
"Upplands Väsby","Samtliga","Flickor","Eligible",196.02
"Upplands Väsby","Samtliga","Flickor","Ineligible",23.98
"Upplands Väsby","Kommunal","Flickor","Total",124
"Upplands Väsby","Kommunal","Flickor","Eligible",108.004
"Upplands Väsby","Kommunal","Flickor","Ineligible",15.996
"Upplands Väsby","Enskild","Flickor","Total",96
"Upplands Väsby","Enskild","Flickor","Eligible",96
"Upplands Väsby","Enskild","Flickor","Ineligible",0
"Upplands-Bro","Samtliga","Flickor","Total",171
"Upplands-Bro","Samtliga","Flickor","Eligible",150.993
"Upplands-Bro","Samtliga","Flickor","Ineligible",20.007
"Upplands-Bro","Kommunal","Flickor","Total",165
"Upplands-Bro","Kommunal","Flickor","Eligible",145.035
"Upplands-Bro","Kommunal","Flickor","Ineligible",19.965
"Upplands-Bro","Enskild","Flickor","Total",0
"Upplands-Bro","Enskild","Flickor","Eligible",0
"Upplands-Bro","Enskild","Flickor","Ineligible",0
"Uppsala","Samtliga","Flickor","Total",1178
"Uppsala","Samtliga","Flickor","Eligible",1041.352
"Uppsala","Samtliga","Flickor","Ineligible",136.648
"Uppsala","Kommunal","Flickor","Total",716
"Uppsala","Kommunal","Flickor","Eligible",609.316
"Uppsala","Kommunal","Flickor","Ineligible",106.684
"Uppsala","Enskild","Flickor","Total",462
"Uppsala","Enskild","Flickor","Eligible",431.97
"Uppsala","Enskild","Flickor","Ineligible",30.03
"Uppvidinge","Samtliga","Flickor","Total",61
"Uppvidinge","Samtliga","Flickor","Eligible",48.983
"Uppvidinge","Samtliga","Flickor","Ineligible",12.017
"Uppvidinge","Kommunal","Flickor","Total",61
"Uppvidinge","Kommunal","Flickor","Eligible",48.983
"Uppvidinge","Kommunal","Flickor","Ineligible",12.017
"Vadstena","Samtliga","Flickor","Total",44
"Vadstena","Samtliga","Flickor","Eligible",44
"Vadstena","Samtliga","Flickor","Ineligible",0
"Vadstena","Kommunal","Flickor","Total",44
"Vadstena","Kommunal","Flickor","Eligible",44
"Vadstena","Kommunal","Flickor","Ineligible",0
"Vaggeryd","Samtliga","Flickor","Total",96
"Vaggeryd","Samtliga","Flickor","Eligible",79.008
"Vaggeryd","Samtliga","Flickor","Ineligible",16.992
"Vaggeryd","Kommunal","Flickor","Total",96
"Vaggeryd","Kommunal","Flickor","Eligible",79.008
"Vaggeryd","Kommunal","Flickor","Ineligible",16.992
"Valdemarsvik","Samtliga","Flickor","Total",27
"Valdemarsvik","Samtliga","Flickor","Eligible",27
"Valdemarsvik","Samtliga","Flickor","Ineligible",0
"Valdemarsvik","Kommunal","Flickor","Total",27
"Valdemarsvik","Kommunal","Flickor","Eligible",27
"Valdemarsvik","Kommunal","Flickor","Ineligible",0
"Vallentuna","Samtliga","Flickor","Total",188
"Vallentuna","Samtliga","Flickor","Eligible",166.944
"Vallentuna","Samtliga","Flickor","Ineligible",21.056
"Vallentuna","Kommunal","Flickor","Total",129
"Vallentuna","Kommunal","Flickor","Eligible",114.036
"Vallentuna","Kommunal","Flickor","Ineligible",14.964
"Vallentuna","Enskild","Flickor","Total",59
"Vallentuna","Enskild","Flickor","Eligible",59
"Vallentuna","Enskild","Flickor","Ineligible",0
"Vansbro","Samtliga","Flickor","Total",26
"Vansbro","Samtliga","Flickor","Eligible",26
"Vansbro","Samtliga","Flickor","Ineligible",0
"Vansbro","Kommunal","Flickor","Total",26
"Vansbro","Kommunal","Flickor","Eligible",26
"Vansbro","Kommunal","Flickor","Ineligible",0
"Vara","Samtliga","Flickor","Total",91
"Vara","Samtliga","Flickor","Eligible",74.984
"Vara","Samtliga","Flickor","Ineligible",16.016
"Vara","Kommunal","Flickor","Total",91
"Vara","Kommunal","Flickor","Eligible",74.984
"Vara","Kommunal","Flickor","Ineligible",16.016
"Varberg","Samtliga","Flickor","Total",354
"Varberg","Samtliga","Flickor","Eligible",316.83
"Varberg","Samtliga","Flickor","Ineligible",37.17
"Varberg","Kommunal","Flickor","Total",326
"Varberg","Kommunal","Flickor","Eligible",293.074
"Varberg","Kommunal","Flickor","Ineligible",32.926
"Varberg","Enskild","Flickor","Total",28
"Varberg","Enskild","Flickor","Eligible",28
"Varberg","Enskild","Flickor","Ineligible",0
"Vaxholm","Samtliga","Flickor","Total",63
"Vaxholm","Samtliga","Flickor","Eligible",63
"Vaxholm","Samtliga","Flickor","Ineligible",0
"Vaxholm","Kommunal","Flickor","Total",63
"Vaxholm","Kommunal","Flickor","Eligible",63
"Vaxholm","Kommunal","Flickor","Ineligible",0
"Vellinge","Samtliga","Flickor","Total",264
"Vellinge","Samtliga","Flickor","Eligible",248.952
"Vellinge","Samtliga","Flickor","Ineligible",15.048
"Vellinge","Kommunal","Flickor","Total",177
"Vellinge","Kommunal","Flickor","Eligible",167.088
"Vellinge","Kommunal","Flickor","Ineligible",9.912
"Vellinge","Enskild","Flickor","Total",87
"Vellinge","Enskild","Flickor","Eligible",87
"Vellinge","Enskild","Flickor","Ineligible",0
"Vetlanda","Samtliga","Flickor","Total",134
"Vetlanda","Samtliga","Flickor","Eligible",112.024
"Vetlanda","Samtliga","Flickor","Ineligible",21.976
"Vetlanda","Kommunal","Flickor","Total",128
"Vetlanda","Kommunal","Flickor","Eligible",107.008
"Vetlanda","Kommunal","Flickor","Ineligible",20.992
"Vetlanda","Enskild","Flickor","Total",0
"Vetlanda","Enskild","Flickor","Eligible",0
"Vetlanda","Enskild","Flickor","Ineligible",0
"Vilhelmina","Samtliga","Flickor","Total",39
"Vilhelmina","Samtliga","Flickor","Eligible",39
"Vilhelmina","Samtliga","Flickor","Ineligible",0
"Vilhelmina","Kommunal","Flickor","Total",34
"Vilhelmina","Kommunal","Flickor","Eligible",34
"Vilhelmina","Kommunal","Flickor","Ineligible",0
"Vilhelmina","Enskild","Flickor","Total",0
"Vilhelmina","Enskild","Flickor","Eligible",0
"Vilhelmina","Enskild","Flickor","Ineligible",0
"Vimmerby","Samtliga","Flickor","Total",99
"Vimmerby","Samtliga","Flickor","Eligible",88.011
"Vimmerby","Samtliga","Flickor","Ineligible",10.989
"Vimmerby","Kommunal","Flickor","Total",99
"Vimmerby","Kommunal","Flickor","Eligible",88.011
"Vimmerby","Kommunal","Flickor","Ineligible",10.989
"Vindeln","Samtliga","Flickor","Total",22
"Vindeln","Samtliga","Flickor","Eligible",22
"Vindeln","Samtliga","Flickor","Ineligible",0
"Vindeln","Kommunal","Flickor","Total",22
"Vindeln","Kommunal","Flickor","Eligible",22
"Vindeln","Kommunal","Flickor","Ineligible",0
"Vingåker","Samtliga","Flickor","Total",38
"Vingåker","Samtliga","Flickor","Eligible",19.988
"Vingåker","Samtliga","Flickor","Ineligible",18.012
"Vingåker","Kommunal","Flickor","Total",38
"Vingåker","Kommunal","Flickor","Eligible",19.988
"Vingåker","Kommunal","Flickor","Ineligible",18.012
"Vårgårda","Samtliga","Flickor","Total",52
"Vårgårda","Samtliga","Flickor","Eligible",39.988
"Vårgårda","Samtliga","Flickor","Ineligible",12.012
"Vårgårda","Kommunal","Flickor","Total",52
"Vårgårda","Kommunal","Flickor","Eligible",39.988
"Vårgårda","Kommunal","Flickor","Ineligible",12.012
"Vänersborg","Samtliga","Flickor","Total",215
"Vänersborg","Samtliga","Flickor","Eligible",167.915
"Vänersborg","Samtliga","Flickor","Ineligible",47.085
"Vänersborg","Kommunal","Flickor","Total",181
"Vänersborg","Kommunal","Flickor","Eligible",135.931
"Vänersborg","Kommunal","Flickor","Ineligible",45.069
"Vänersborg","Enskild","Flickor","Total",34
"Vänersborg","Enskild","Flickor","Eligible",34
"Vänersborg","Enskild","Flickor","Ineligible",0
"Vännäs","Samtliga","Flickor","Total",50
"Vännäs","Samtliga","Flickor","Eligible",50
"Vännäs","Samtliga","Flickor","Ineligible",0
"Vännäs","Kommunal","Flickor","Total",50
"Vännäs","Kommunal","Flickor","Eligible",50
"Vännäs","Kommunal","Flickor","Ineligible",0
"Värmdö","Samtliga","Flickor","Total",237
"Värmdö","Samtliga","Flickor","Eligible",210.93
"Värmdö","Samtliga","Flickor","Ineligible",26.07
"Värmdö","Kommunal","Flickor","Total",205
"Värmdö","Kommunal","Flickor","Eligible",179.99
"Värmdö","Kommunal","Flickor","Ineligible",25.01
"Värmdö","Enskild","Flickor","Total",32
"Värmdö","Enskild","Flickor","Eligible",32
"Värmdö","Enskild","Flickor","Ineligible",0
"Värnamo","Samtliga","Flickor","Total",189
"Värnamo","Samtliga","Flickor","Eligible",145.908
"Värnamo","Samtliga","Flickor","Ineligible",43.092
"Värnamo","Kommunal","Flickor","Total",189
"Värnamo","Kommunal","Flickor","Eligible",145.908
"Värnamo","Kommunal","Flickor","Ineligible",43.092
"Västervik","Samtliga","Flickor","Total",204
"Västervik","Samtliga","Flickor","Eligible",171.972
"Västervik","Samtliga","Flickor","Ineligible",32.028
"Västervik","Kommunal","Flickor","Total",172
"Västervik","Kommunal","Flickor","Eligible",152.048
"Västervik","Kommunal","Flickor","Ineligible",19.952
"Västervik","Enskild","Flickor","Total",32
"Västervik","Enskild","Flickor","Eligible",20
"Västervik","Enskild","Flickor","Ineligible",12
"Västerås","Samtliga","Flickor","Total",840
"Västerås","Samtliga","Flickor","Eligible",699.72
"Västerås","Samtliga","Flickor","Ineligible",140.28
"Västerås","Kommunal","Flickor","Total",456
"Västerås","Kommunal","Flickor","Eligible",345.192
"Västerås","Kommunal","Flickor","Ineligible",110.808
"Västerås","Enskild","Flickor","Total",384
"Västerås","Enskild","Flickor","Eligible",354.816
"Västerås","Enskild","Flickor","Ineligible",29.184
"Växjö","Samtliga","Flickor","Total",536
"Växjö","Samtliga","Flickor","Eligible",460.96
"Växjö","Samtliga","Flickor","Ineligible",75.04
"Växjö","Kommunal","Flickor","Total",437
"Växjö","Kommunal","Flickor","Eligible",367.954
"Växjö","Kommunal","Flickor","Ineligible",69.046
"Växjö","Enskild","Flickor","Total",99
"Växjö","Enskild","Flickor","Eligible",99
"Växjö","Enskild","Flickor","Ineligible",0
"Ydre","Samtliga","Flickor","Total",12
"Ydre","Samtliga","Flickor","Eligible",12
"Ydre","Samtliga","Flickor","Ineligible",0
"Ydre","Kommunal","Flickor","Total",12
"Ydre","Kommunal","Flickor","Eligible",12
"Ydre","Kommunal","Flickor","Ineligible",0
"Ystad","Samtliga","Flickor","Total",200
"Ystad","Samtliga","Flickor","Eligible",184
"Ystad","Samtliga","Flickor","Ineligible",16
"Ystad","Kommunal","Flickor","Total",147
"Ystad","Kommunal","Flickor","Eligible",135.975
"Ystad","Kommunal","Flickor","Ineligible",11.025
"Ystad","Enskild","Flickor","Total",53
"Ystad","Enskild","Flickor","Eligible",53
"Ystad","Enskild","Flickor","Ineligible",0
"Åmål","Samtliga","Flickor","Total",66
"Åmål","Samtliga","Flickor","Eligible",54.978
"Åmål","Samtliga","Flickor","Ineligible",11.022
"Åmål","Kommunal","Flickor","Total",66
"Åmål","Kommunal","Flickor","Eligible",54.978
"Åmål","Kommunal","Flickor","Ineligible",11.022
"Ånge","Samtliga","Flickor","Total",44
"Ånge","Samtliga","Flickor","Eligible",34.012
"Ånge","Samtliga","Flickor","Ineligible",9.988
"Ånge","Kommunal","Flickor","Total",39
"Ånge","Kommunal","Flickor","Eligible",29.016
"Ånge","Kommunal","Flickor","Ineligible",9.984
"Ånge","Enskild","Flickor","Total",0
"Ånge","Enskild","Flickor","Eligible",0
"Ånge","Enskild","Flickor","Ineligible",0
"Åre","Samtliga","Flickor","Total",52
"Åre","Samtliga","Flickor","Eligible",52
"Åre","Samtliga","Flickor","Ineligible",0
"Åre","Kommunal","Flickor","Total",52
"Åre","Kommunal","Flickor","Eligible",52
"Åre","Kommunal","Flickor","Ineligible",0
"Årjäng","Samtliga","Flickor","Total",50
"Årjäng","Samtliga","Flickor","Eligible",50
"Årjäng","Samtliga","Flickor","Ineligible",0
"Årjäng","Kommunal","Flickor","Total",50
"Årjäng","Kommunal","Flickor","Eligible",50
"Årjäng","Kommunal","Flickor","Ineligible",0
"Åsele","Samtliga","Flickor","Total",16
"Åsele","Samtliga","Flickor","Eligible",16
"Åsele","Samtliga","Flickor","Ineligible",0
"Åsele","Kommunal","Flickor","Total",16
"Åsele","Kommunal","Flickor","Eligible",16
"Åsele","Kommunal","Flickor","Ineligible",0
"Åstorp","Samtliga","Flickor","Total",67
"Åstorp","Samtliga","Flickor","Eligible",55.007
"Åstorp","Samtliga","Flickor","Ineligible",11.993
"Åstorp","Kommunal","Flickor","Total",67
"Åstorp","Kommunal","Flickor","Eligible",55.007
"Åstorp","Kommunal","Flickor","Ineligible",11.993
"Åtvidaberg","Samtliga","Flickor","Total",66
"Åtvidaberg","Samtliga","Flickor","Eligible",66
"Åtvidaberg","Samtliga","Flickor","Ineligible",0
"Åtvidaberg","Kommunal","Flickor","Total",66
"Åtvidaberg","Kommunal","Flickor","Eligible",66
"Åtvidaberg","Kommunal","Flickor","Ineligible",0
"Älmhult","Samtliga","Flickor","Total",91
"Älmhult","Samtliga","Flickor","Eligible",91
"Älmhult","Samtliga","Flickor","Ineligible",0
"Älmhult","Kommunal","Flickor","Total",72
