"Kommun","Huvudman","Kön","Behörighet","Antal"
"Höör","Enskild","Samtliga","Gymnasieobehöriga",18
"Jokkmokk","Samtliga","Samtliga","Gymnasiebehöriga",0
"Jokkmokk","Samtliga","Samtliga","Gymnasieobehöriga",46
"Jokkmokk","Kommunal","Samtliga","Gymnasiebehöriga",0
"Jokkmokk","Kommunal","Samtliga","Gymnasieobehöriga",37
"Jokkmokk","Enskild","Samtliga","Gymnasiebehöriga",0
"Jokkmokk","Enskild","Samtliga","Gymnasieobehöriga",0
"Järfälla","Samtliga","Samtliga","Gymnasiebehöriga",124
"Järfälla","Samtliga","Samtliga","Gymnasieobehöriga",739
"Järfälla","Kommunal","Samtliga","Gymnasiebehöriga",119
"Järfälla","Kommunal","Samtliga","Gymnasieobehöriga",572
"Järfälla","Enskild","Samtliga","Gymnasiebehöriga",0
"Järfälla","Enskild","Samtliga","Gymnasieobehöriga",172
"Jönköping","Samtliga","Samtliga","Gymnasiebehöriga",181
"Jönköping","Samtliga","Samtliga","Gymnasieobehöriga",1354
"Jönköping","Kommunal","Samtliga","Gymnasiebehöriga",142
"Jönköping","Kommunal","Samtliga","Gymnasieobehöriga",1097
"Jönköping","Enskild","Samtliga","Gymnasiebehöriga",38
"Jönköping","Enskild","Samtliga","Gymnasieobehöriga",258
"Kalix","Samtliga","Samtliga","Gymnasiebehöriga",25
"Kalix","Samtliga","Samtliga","Gymnasieobehöriga",141
"Kalix","Kommunal","Samtliga","Gymnasiebehöriga",21
"Kalix","Kommunal","Samtliga","Gymnasieobehöriga",131
"Kalix","Enskild","Samtliga","Gymnasiebehöriga",0
"Kalix","Enskild","Samtliga","Gymnasieobehöriga",14
"Kalmar","Samtliga","Samtliga","Gymnasiebehöriga",76
"Kalmar","Samtliga","Samtliga","Gymnasieobehöriga",635
"Kalmar","Kommunal","Samtliga","Gymnasiebehöriga",69
"Kalmar","Kommunal","Samtliga","Gymnasieobehöriga",516
"Kalmar","Enskild","Samtliga","Gymnasiebehöriga",0
"Kalmar","Enskild","Samtliga","Gymnasieobehöriga",126
"Karlsborg","Samtliga","Samtliga","Gymnasiebehöriga",0
"Karlsborg","Samtliga","Samtliga","Gymnasieobehöriga",66
"Karlsborg","Kommunal","Samtliga","Gymnasiebehöriga",0
"Karlsborg","Kommunal","Samtliga","Gymnasieobehöriga",66
"Karlshamn","Samtliga","Samtliga","Gymnasiebehöriga",90
"Karlshamn","Samtliga","Samtliga","Gymnasieobehöriga",316
"Karlshamn","Kommunal","Samtliga","Gymnasiebehöriga",85
"Karlshamn","Kommunal","Samtliga","Gymnasieobehöriga",255
"Karlshamn","Enskild","Samtliga","Gymnasiebehöriga",0
"Karlshamn","Enskild","Samtliga","Gymnasieobehöriga",66
"Karlskoga","Samtliga","Samtliga","Gymnasiebehöriga",109
"Karlskoga","Samtliga","Samtliga","Gymnasieobehöriga",248
"Karlskoga","Kommunal","Samtliga","Gymnasiebehöriga",109
"Karlskoga","Kommunal","Samtliga","Gymnasieobehöriga",248
"Karlskrona","Samtliga","Samtliga","Gymnasiebehöriga",125
"Karlskrona","Samtliga","Samtliga","Gymnasieobehöriga",675
"Karlskrona","Kommunal","Samtliga","Gymnasiebehöriga",101
"Karlskrona","Kommunal","Samtliga","Gymnasieobehöriga",476
"Karlskrona","Enskild","Samtliga","Gymnasiebehöriga",24
"Karlskrona","Enskild","Samtliga","Gymnasieobehöriga",199
"Karlstad","Samtliga","Samtliga","Gymnasiebehöriga",101
"Karlstad","Samtliga","Samtliga","Gymnasieobehöriga",860
"Karlstad","Kommunal","Samtliga","Gymnasiebehöriga",94
"Karlstad","Kommunal","Samtliga","Gymnasieobehöriga",666
"Karlstad","Enskild","Samtliga","Gymnasiebehöriga",0
"Karlstad","Enskild","Samtliga","Gymnasieobehöriga",201
"Katrineholm","Samtliga","Samtliga","Gymnasiebehöriga",121
"Katrineholm","Samtliga","Samtliga","Gymnasieobehöriga",319
"Katrineholm","Kommunal","Samtliga","Gymnasiebehöriga",117
"Katrineholm","Kommunal","Samtliga","Gymnasieobehöriga",238
"Katrineholm","Enskild","Samtliga","Gymnasiebehöriga",0
"Katrineholm","Enskild","Samtliga","Gymnasieobehöriga",85
"Kil","Samtliga","Samtliga","Gymnasiebehöriga",35
"Kil","Samtliga","Samtliga","Gymnasieobehöriga",89
"Kil","Kommunal","Samtliga","Gymnasiebehöriga",35
"Kil","Kommunal","Samtliga","Gymnasieobehöriga",89
"Kinda","Samtliga","Samtliga","Gymnasiebehöriga",19
"Kinda","Samtliga","Samtliga","Gymnasieobehöriga",98
"Kinda","Kommunal","Samtliga","Gymnasiebehöriga",19
"Kinda","Kommunal","Samtliga","Gymnasieobehöriga",98
"Kiruna","Samtliga","Samtliga","Gymnasiebehöriga",45
"Kiruna","Samtliga","Samtliga","Gymnasieobehöriga",181
"Kiruna","Kommunal","Samtliga","Gymnasiebehöriga",44
"Kiruna","Kommunal","Samtliga","Gymnasieobehöriga",158
"Kiruna","Enskild","Samtliga","Gymnasiebehöriga",0
"Kiruna","Enskild","Samtliga","Gymnasieobehöriga",24
"Klippan","Samtliga","Samtliga","Gymnasiebehöriga",49
"Klippan","Samtliga","Samtliga","Gymnasieobehöriga",146
"Klippan","Kommunal","Samtliga","Gymnasiebehöriga",49
"Klippan","Kommunal","Samtliga","Gymnasieobehöriga",146
"Knivsta","Samtliga","Samtliga","Gymnasiebehöriga",31
"Knivsta","Samtliga","Samtliga","Gymnasieobehöriga",201
"Knivsta","Kommunal","Samtliga","Gymnasiebehöriga",22
"Knivsta","Kommunal","Samtliga","Gymnasieobehöriga",177
"Knivsta","Enskild","Samtliga","Gymnasiebehöriga",0
"Knivsta","Enskild","Samtliga","Gymnasieobehöriga",33
"Kramfors","Samtliga","Samtliga","Gymnasiebehöriga",63
"Kramfors","Samtliga","Samtliga","Gymnasieobehöriga",163
"Kramfors","Kommunal","Samtliga","Gymnasiebehöriga",63
"Kramfors","Kommunal","Samtliga","Gymnasieobehöriga",163
"Kristianstad","Samtliga","Samtliga","Gymnasiebehöriga",188
"Kristianstad","Samtliga","Samtliga","Gymnasieobehöriga",776
"Kristianstad","Kommunal","Samtliga","Gymnasiebehöriga",180
"Kristianstad","Kommunal","Samtliga","Gymnasieobehöriga",698
"Kristianstad","Enskild","Samtliga","Gymnasiebehöriga",0
"Kristianstad","Enskild","Samtliga","Gymnasieobehöriga",86
"Kristinehamn","Samtliga","Samtliga","Gymnasiebehöriga",63
"Kristinehamn","Samtliga","Samtliga","Gymnasieobehöriga",179
"Kristinehamn","Kommunal","Samtliga","Gymnasiebehöriga",63
"Kristinehamn","Kommunal","Samtliga","Gymnasieobehöriga",179
"Krokom","Samtliga","Samtliga","Gymnasiebehöriga",20
"Krokom","Samtliga","Samtliga","Gymnasieobehöriga",154
"Krokom","Kommunal","Samtliga","Gymnasiebehöriga",20
"Krokom","Kommunal","Samtliga","Gymnasieobehöriga",154
"Kumla","Samtliga","Samtliga","Gymnasiebehöriga",55
"Kumla","Samtliga","Samtliga","Gymnasieobehöriga",183
"Kumla","Kommunal","Samtliga","Gymnasiebehöriga",55
"Kumla","Kommunal","Samtliga","Gymnasieobehöriga",183
"Kungsbacka","Samtliga","Samtliga","Gymnasiebehöriga",115
"Kungsbacka","Samtliga","Samtliga","Gymnasieobehöriga",1045
"Kungsbacka","Kommunal","Samtliga","Gymnasiebehöriga",115
"Kungsbacka","Kommunal","Samtliga","Gymnasieobehöriga",926
"Kungsbacka","Enskild","Samtliga","Gymnasiebehöriga",0
"Kungsbacka","Enskild","Samtliga","Gymnasieobehöriga",119
"Kungsör","Samtliga","Samtliga","Gymnasiebehöriga",22
"Kungsör","Samtliga","Samtliga","Gymnasieobehöriga",67
"Kungsör","Kommunal","Samtliga","Gymnasiebehöriga",22
"Kungsör","Kommunal","Samtliga","Gymnasieobehöriga",67
"Kungälv","Samtliga","Samtliga","Gymnasiebehöriga",74
"Kungälv","Samtliga","Samtliga","Gymnasieobehöriga",444
"Kungälv","Kommunal","Samtliga","Gymnasiebehöriga",69
"Kungälv","Kommunal","Samtliga","Gymnasieobehöriga",368
"Kungälv","Enskild","Samtliga","Gymnasiebehöriga",0
"Kungälv","Enskild","Samtliga","Gymnasieobehöriga",81
"Kävlinge","Samtliga","Samtliga","Gymnasiebehöriga",33
"Kävlinge","Samtliga","Samtliga","Gymnasieobehöriga",357
"Kävlinge","Kommunal","Samtliga","Gymnasiebehöriga",33
"Kävlinge","Kommunal","Samtliga","Gymnasieobehöriga",303
"Kävlinge","Enskild","Samtliga","Gymnasiebehöriga",NA
"Kävlinge","Enskild","Samtliga","Gymnasieobehöriga",NA
"Köping","Samtliga","Samtliga","Gymnasiebehöriga",36
"Köping","Samtliga","Samtliga","Gymnasieobehöriga",236
"Köping","Kommunal","Samtliga","Gymnasiebehöriga",36
"Köping","Kommunal","Samtliga","Gymnasieobehöriga",236
"Laholm","Samtliga","Samtliga","Gymnasiebehöriga",71
"Laholm","Samtliga","Samtliga","Gymnasieobehöriga",213
"Laholm","Kommunal","Samtliga","Gymnasiebehöriga",71
"Laholm","Kommunal","Samtliga","Gymnasieobehöriga",213
"Landskrona","Samtliga","Samtliga","Gymnasiebehöriga",73
"Landskrona","Samtliga","Samtliga","Gymnasieobehöriga",437
"Landskrona","Kommunal","Samtliga","Gymnasiebehöriga",62
"Landskrona","Kommunal","Samtliga","Gymnasieobehöriga",298
"Landskrona","Enskild","Samtliga","Gymnasiebehöriga",11
"Landskrona","Enskild","Samtliga","Gymnasieobehöriga",139
"Laxå","Samtliga","Samtliga","Gymnasiebehöriga",13
"Laxå","Samtliga","Samtliga","Gymnasieobehöriga",41
"Laxå","Kommunal","Samtliga","Gymnasiebehöriga",13
"Laxå","Kommunal","Samtliga","Gymnasieobehöriga",41
"Lekeberg","Samtliga","Samtliga","Gymnasiebehöriga",18
"Lekeberg","Samtliga","Samtliga","Gymnasieobehöriga",73
"Lekeberg","Kommunal","Samtliga","Gymnasiebehöriga",18
"Lekeberg","Kommunal","Samtliga","Gymnasieobehöriga",73
"Leksand","Samtliga","Samtliga","Gymnasiebehöriga",41
"Leksand","Samtliga","Samtliga","Gymnasieobehöriga",156
"Leksand","Kommunal","Samtliga","Gymnasiebehöriga",39
"Leksand","Kommunal","Samtliga","Gymnasieobehöriga",143
"Leksand","Enskild","Samtliga","Gymnasiebehöriga",0
"Leksand","Enskild","Samtliga","Gymnasieobehöriga",15
"Lerum","Samtliga","Samtliga","Gymnasiebehöriga",54
"Lerum","Samtliga","Samtliga","Gymnasieobehöriga",477
"Lerum","Kommunal","Samtliga","Gymnasiebehöriga",54
"Lerum","Kommunal","Samtliga","Gymnasieobehöriga",450
"Lerum","Enskild","Samtliga","Gymnasiebehöriga",NA
"Lerum","Enskild","Samtliga","Gymnasieobehöriga",NA
"Lessebo","Samtliga","Samtliga","Gymnasiebehöriga",29
"Lessebo","Samtliga","Samtliga","Gymnasieobehöriga",62
"Lessebo","Kommunal","Samtliga","Gymnasiebehöriga",29
"Lessebo","Kommunal","Samtliga","Gymnasieobehöriga",62
"Lidingö","Samtliga","Samtliga","Gymnasiebehöriga",34
"Lidingö","Samtliga","Samtliga","Gymnasieobehöriga",527
"Lidingö","Kommunal","Samtliga","Gymnasiebehöriga",28
"Lidingö","Kommunal","Samtliga","Gymnasieobehöriga",385
"Lidingö","Enskild","Samtliga","Gymnasiebehöriga",0
"Lidingö","Enskild","Samtliga","Gymnasieobehöriga",148
"Lidköping","Samtliga","Samtliga","Gymnasiebehöriga",58
"Lidköping","Samtliga","Samtliga","Gymnasieobehöriga",433
"Lidköping","Kommunal","Samtliga","Gymnasiebehöriga",55
"Lidköping","Kommunal","Samtliga","Gymnasieobehöriga",399
"Lidköping","Enskild","Samtliga","Gymnasiebehöriga",0
"Lidköping","Enskild","Samtliga","Gymnasieobehöriga",37
"Lilla Edet","Samtliga","Samtliga","Gymnasiebehöriga",34
"Lilla Edet","Samtliga","Samtliga","Gymnasieobehöriga",89
"Lilla Edet","Kommunal","Samtliga","Gymnasiebehöriga",34
"Lilla Edet","Kommunal","Samtliga","Gymnasieobehöriga",79
"Lilla Edet","Enskild","Samtliga","Gymnasiebehöriga",NA
"Lilla Edet","Enskild","Samtliga","Gymnasieobehöriga",NA
"Lindesberg","Samtliga","Samtliga","Gymnasiebehöriga",80
"Lindesberg","Samtliga","Samtliga","Gymnasieobehöriga",186
"Lindesberg","Kommunal","Samtliga","Gymnasiebehöriga",80
"Lindesberg","Kommunal","Samtliga","Gymnasieobehöriga",186
"Linköping","Samtliga","Samtliga","Gymnasiebehöriga",294
"Linköping","Samtliga","Samtliga","Gymnasieobehöriga",1475
"Linköping","Kommunal","Samtliga","Gymnasiebehöriga",255
"Linköping","Kommunal","Samtliga","Gymnasieobehöriga",1031
"Linköping","Enskild","Samtliga","Gymnasiebehöriga",39
"Linköping","Enskild","Samtliga","Gymnasieobehöriga",444
"Ljungby","Samtliga","Samtliga","Gymnasiebehöriga",54
"Ljungby","Samtliga","Samtliga","Gymnasieobehöriga",269
"Ljungby","Kommunal","Samtliga","Gymnasiebehöriga",49
"Ljungby","Kommunal","Samtliga","Gymnasieobehöriga",239
"Ljungby","Enskild","Samtliga","Gymnasiebehöriga",0
"Ljungby","Enskild","Samtliga","Gymnasieobehöriga",35
"Ljusdal","Samtliga","Samtliga","Gymnasiebehöriga",44
"Ljusdal","Samtliga","Samtliga","Gymnasieobehöriga",184
"Ljusdal","Kommunal","Samtliga","Gymnasiebehöriga",41
"Ljusdal","Kommunal","Samtliga","Gymnasieobehöriga",153
"Ljusdal","Enskild","Samtliga","Gymnasiebehöriga",0
"Ljusdal","Enskild","Samtliga","Gymnasieobehöriga",34
"Ljusnarsberg","Samtliga","Samtliga","Gymnasiebehöriga",15
"Ljusnarsberg","Samtliga","Samtliga","Gymnasieobehöriga",34
"Ljusnarsberg","Kommunal","Samtliga","Gymnasiebehöriga",15
"Ljusnarsberg","Kommunal","Samtliga","Gymnasieobehöriga",34
"Lomma","Samtliga","Samtliga","Gymnasiebehöriga",16
"Lomma","Samtliga","Samtliga","Gymnasieobehöriga",367
"Lomma","Kommunal","Samtliga","Gymnasiebehöriga",16
"Lomma","Kommunal","Samtliga","Gymnasieobehöriga",341
"Lomma","Enskild","Samtliga","Gymnasiebehöriga",NA
"Lomma","Enskild","Samtliga","Gymnasieobehöriga",NA
"Ludvika","Samtliga","Samtliga","Gymnasiebehöriga",42
"Ludvika","Samtliga","Samtliga","Gymnasieobehöriga",250
"Ludvika","Kommunal","Samtliga","Gymnasiebehöriga",42
"Ludvika","Kommunal","Samtliga","Gymnasieobehöriga",250
"Luleå","Samtliga","Samtliga","Gymnasiebehöriga",94
"Luleå","Samtliga","Samtliga","Gymnasieobehöriga",688
"Luleå","Kommunal","Samtliga","Gymnasiebehöriga",87
"Luleå","Kommunal","Samtliga","Gymnasieobehöriga",588
"Luleå","Enskild","Samtliga","Gymnasiebehöriga",0
"Luleå","Enskild","Samtliga","Gymnasieobehöriga",107
"Lund","Samtliga","Samtliga","Gymnasiebehöriga",165
"Lund","Samtliga","Samtliga","Gymnasieobehöriga",1373
"Lund","Kommunal","Samtliga","Gymnasiebehöriga",147
"Lund","Kommunal","Samtliga","Gymnasieobehöriga",1031
"Lund","Enskild","Samtliga","Gymnasiebehöriga",17
"Lund","Enskild","Samtliga","Gymnasieobehöriga",343
"Lycksele","Samtliga","Samtliga","Gymnasiebehöriga",17
"Lycksele","Samtliga","Samtliga","Gymnasieobehöriga",87
"Lycksele","Kommunal","Samtliga","Gymnasiebehöriga",17
"Lycksele","Kommunal","Samtliga","Gymnasieobehöriga",87
"Lysekil","Samtliga","Samtliga","Gymnasiebehöriga",17
"Lysekil","Samtliga","Samtliga","Gymnasieobehöriga",97
"Lysekil","Kommunal","Samtliga","Gymnasiebehöriga",17
"Lysekil","Kommunal","Samtliga","Gymnasieobehöriga",97
"Malmö","Samtliga","Samtliga","Gymnasiebehöriga",633
"Malmö","Samtliga","Samtliga","Gymnasieobehöriga",2352
"Malmö","Kommunal","Samtliga","Gymnasiebehöriga",581
"Malmö","Kommunal","Samtliga","Gymnasieobehöriga",1819
"Malmö","Enskild","Samtliga","Gymnasiebehöriga",44
"Malmö","Enskild","Samtliga","Gymnasieobehöriga",541
"Malung-Sälen","Samtliga","Samtliga","Gymnasiebehöriga",17
"Malung-Sälen","Samtliga","Samtliga","Gymnasieobehöriga",82
"Malung-Sälen","Kommunal","Samtliga","Gymnasiebehöriga",17
"Malung-Sälen","Kommunal","Samtliga","Gymnasieobehöriga",82
"Malå","Samtliga","Samtliga","Gymnasiebehöriga",0
"Malå","Samtliga","Samtliga","Gymnasieobehöriga",40
"Malå","Kommunal","Samtliga","Gymnasiebehöriga",0
"Malå","Kommunal","Samtliga","Gymnasieobehöriga",40
"Mariestad","Samtliga","Samtliga","Gymnasiebehöriga",35
"Mariestad","Samtliga","Samtliga","Gymnasieobehöriga",249
"Mariestad","Kommunal","Samtliga","Gymnasiebehöriga",32
"Mariestad","Kommunal","Samtliga","Gymnasieobehöriga",189
"Mariestad","Enskild","Samtliga","Gymnasiebehöriga",0
"Mariestad","Enskild","Samtliga","Gymnasieobehöriga",63
"Mark","Samtliga","Samtliga","Gymnasiebehöriga",80
"Mark","Samtliga","Samtliga","Gymnasieobehöriga",368
"Mark","Kommunal","Samtliga","Gymnasiebehöriga",75
"Mark","Kommunal","Samtliga","Gymnasieobehöriga",336
"Mark","Enskild","Samtliga","Gymnasiebehöriga",0
"Mark","Enskild","Samtliga","Gymnasieobehöriga",37
"Markaryd","Samtliga","Samtliga","Gymnasiebehöriga",33
"Markaryd","Samtliga","Samtliga","Gymnasieobehöriga",73
"Markaryd","Kommunal","Samtliga","Gymnasiebehöriga",33
"Markaryd","Kommunal","Samtliga","Gymnasieobehöriga",73
"Mellerud","Samtliga","Samtliga","Gymnasiebehöriga",25
"Mellerud","Samtliga","Samtliga","Gymnasieobehöriga",95
"Mellerud","Kommunal","Samtliga","Gymnasiebehöriga",25
"Mellerud","Kommunal","Samtliga","Gymnasieobehöriga",95
"Mjölby","Samtliga","Samtliga","Gymnasiebehöriga",69
"Mjölby","Samtliga","Samtliga","Gymnasieobehöriga",219
"Mjölby","Kommunal","Samtliga","Gymnasiebehöriga",69
"Mjölby","Kommunal","Samtliga","Gymnasieobehöriga",219
"Mora","Samtliga","Samtliga","Gymnasiebehöriga",51
"Mora","Samtliga","Samtliga","Gymnasieobehöriga",164
"Mora","Kommunal","Samtliga","Gymnasiebehöriga",51
"Mora","Kommunal","Samtliga","Gymnasieobehöriga",164
"Motala","Samtliga","Samtliga","Gymnasiebehöriga",67
"Motala","Samtliga","Samtliga","Gymnasieobehöriga",453
"Motala","Kommunal","Samtliga","Gymnasiebehöriga",62
"Motala","Kommunal","Samtliga","Gymnasieobehöriga",386
"Motala","Enskild","Samtliga","Gymnasiebehöriga",0
"Motala","Enskild","Samtliga","Gymnasieobehöriga",72
"Mullsjö","Samtliga","Samtliga","Gymnasiebehöriga",0
"Mullsjö","Samtliga","Samtliga","Gymnasieobehöriga",93
"Mullsjö","Kommunal","Samtliga","Gymnasiebehöriga",0
"Mullsjö","Kommunal","Samtliga","Gymnasieobehöriga",93
"Munkedal","Samtliga","Samtliga","Gymnasiebehöriga",32
"Munkedal","Samtliga","Samtliga","Gymnasieobehöriga",81
"Munkedal","Kommunal","Samtliga","Gymnasiebehöriga",32
"Munkedal","Kommunal","Samtliga","Gymnasieobehöriga",81
"Munkfors","Samtliga","Samtliga","Gymnasiebehöriga",0
"Munkfors","Samtliga","Samtliga","Gymnasieobehöriga",37
"Munkfors","Kommunal","Samtliga","Gymnasiebehöriga",0
"Munkfors","Kommunal","Samtliga","Gymnasieobehöriga",37
"Mölndal","Samtliga","Samtliga","Gymnasiebehöriga",111
"Mölndal","Samtliga","Samtliga","Gymnasieobehöriga",628
"Mölndal","Kommunal","Samtliga","Gymnasiebehöriga",104
"Mölndal","Kommunal","Samtliga","Gymnasieobehöriga",564
"Mölndal","Enskild","Samtliga","Gymnasiebehöriga",0
"Mölndal","Enskild","Samtliga","Gymnasieobehöriga",71
"Mönsterås","Samtliga","Samtliga","Gymnasiebehöriga",39
"Mönsterås","Samtliga","Samtliga","Gymnasieobehöriga",97
"Mönsterås","Kommunal","Samtliga","Gymnasiebehöriga",39
"Mönsterås","Kommunal","Samtliga","Gymnasieobehöriga",97
"Mörbylånga","Samtliga","Samtliga","Gymnasiebehöriga",16
"Mörbylånga","Samtliga","Samtliga","Gymnasieobehöriga",151
"Mörbylånga","Kommunal","Samtliga","Gymnasiebehöriga",15
"Mörbylånga","Kommunal","Samtliga","Gymnasieobehöriga",96
"Mörbylånga","Enskild","Samtliga","Gymnasiebehöriga",0
"Mörbylånga","Enskild","Samtliga","Gymnasieobehöriga",56
"Nacka","Samtliga","Samtliga","Gymnasiebehöriga",77
"Nacka","Samtliga","Samtliga","Gymnasieobehöriga",1357
"Nacka","Kommunal","Samtliga","Gymnasiebehöriga",55
"Nacka","Kommunal","Samtliga","Gymnasieobehöriga",891
"Nacka","Enskild","Samtliga","Gymnasiebehöriga",23
"Nacka","Enskild","Samtliga","Gymnasieobehöriga",465
"Nora","Samtliga","Samtliga","Gymnasiebehöriga",26
"Nora","Samtliga","Samtliga","Gymnasieobehöriga",90
"Nora","Kommunal","Samtliga","Gymnasiebehöriga",26
"Nora","Kommunal","Samtliga","Gymnasieobehöriga",90
"Norberg","Samtliga","Samtliga","Gymnasiebehöriga",18
"Norberg","Samtliga","Samtliga","Gymnasieobehöriga",39
"Norberg","Kommunal","Samtliga","Gymnasiebehöriga",18
"Norberg","Kommunal","Samtliga","Gymnasieobehöriga",39
"Nordanstig","Samtliga","Samtliga","Gymnasiebehöriga",0
"Nordanstig","Samtliga","Samtliga","Gymnasieobehöriga",77
"Nordanstig","Kommunal","Samtliga","Gymnasiebehöriga",0
"Nordanstig","Kommunal","Samtliga","Gymnasieobehöriga",74
"Nordanstig","Enskild","Samtliga","Gymnasiebehöriga",NA
"Nordanstig","Enskild","Samtliga","Gymnasieobehöriga",NA
"Nordmaling","Samtliga","Samtliga","Gymnasiebehöriga",14
"Nordmaling","Samtliga","Samtliga","Gymnasieobehöriga",59
"Nordmaling","Kommunal","Samtliga","Gymnasiebehöriga",14
"Nordmaling","Kommunal","Samtliga","Gymnasieobehöriga",59
"Norrköping","Samtliga","Samtliga","Gymnasiebehöriga",297
"Norrköping","Samtliga","Samtliga","Gymnasieobehöriga",1251
"Norrköping","Kommunal","Samtliga","Gymnasiebehöriga",251
"Norrköping","Kommunal","Samtliga","Gymnasieobehöriga",841
"Norrköping","Enskild","Samtliga","Gymnasiebehöriga",46
"Norrköping","Enskild","Samtliga","Gymnasieobehöriga",410
"Norrtälje","Samtliga","Samtliga","Gymnasiebehöriga",95
"Norrtälje","Samtliga","Samtliga","Gymnasieobehöriga",494
"Norrtälje","Kommunal","Samtliga","Gymnasiebehöriga",85
"Norrtälje","Kommunal","Samtliga","Gymnasieobehöriga",388
"Norrtälje","Enskild","Samtliga","Gymnasiebehöriga",10
"Norrtälje","Enskild","Samtliga","Gymnasieobehöriga",106
"Norsjö","Samtliga","Samtliga","Gymnasiebehöriga",0
"Norsjö","Samtliga","Samtliga","Gymnasieobehöriga",37
"Norsjö","Kommunal","Samtliga","Gymnasiebehöriga",0
"Norsjö","Kommunal","Samtliga","Gymnasieobehöriga",37
"Nybro","Samtliga","Samtliga","Gymnasiebehöriga",45
"Nybro","Samtliga","Samtliga","Gymnasieobehöriga",167
"Nybro","Kommunal","Samtliga","Gymnasiebehöriga",45
"Nybro","Kommunal","Samtliga","Gymnasieobehöriga",167
"Nykvarn","Samtliga","Samtliga","Gymnasiebehöriga",0
"Nykvarn","Samtliga","Samtliga","Gymnasieobehöriga",169
"Nykvarn","Kommunal","Samtliga","Gymnasiebehöriga",0
"Nykvarn","Kommunal","Samtliga","Gymnasieobehöriga",169
"Nyköping","Samtliga","Samtliga","Gymnasiebehöriga",109
"Nyköping","Samtliga","Samtliga","Gymnasieobehöriga",571
"Nyköping","Kommunal","Samtliga","Gymnasiebehöriga",93
"Nyköping","Kommunal","Samtliga","Gymnasieobehöriga",356
"Nyköping","Enskild","Samtliga","Gymnasiebehöriga",16
"Nyköping","Enskild","Samtliga","Gymnasieobehöriga",215
"Nynäshamn","Samtliga","Samtliga","Gymnasiebehöriga",34
"Nynäshamn","Samtliga","Samtliga","Gymnasieobehöriga",221
"Nynäshamn","Kommunal","Samtliga","Gymnasiebehöriga",34
